75.51.675.986 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.147 (> 0.100 thold), f_keep = 0.147
79.36.731.639 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  45531, progress = 0.41, t = 221.13 s / 205.90 tokens per second
79.51.805.148 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  47579, progress = 0.43, t = 235.99 s / 201.62 tokens per second
80.07.096.542 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  49627, progress = 0.45, t = 251.28 s / 197.50 tokens per second
80.22.697.182 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  51675, progress = 0.47, t = 266.71 s / 193.75 tokens per second
80.39.256.696 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  53723, progress = 0.49, t = 283.09 s / 189.77 tokens per second
80.55.648.303 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  55771, progress = 0.51, t = 299.42 s / 186.26 tokens per second
81.12.625.514 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  57819, progress = 0.52, t = 316.21 s / 182.85 tokens per second
81.30.964.956 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  59867, progress = 0.54, t = 334.01 s / 179.24 tokens per second
81.49.675.666 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  61915, progress = 0.56, t = 353.00 s / 175.39 tokens per second
82.07.608.458 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  63963, progress = 0.58, t = 371.02 s / 172.40 tokens per second
82.18.954.062 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  65204, progress = 0.59, t = 384.83 s / 169.44 tokens per second
82.37.590.650 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  67252, progress = 0.61, t = 400.77 s / 167.81 tokens per second
82.57.990.360 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  69300, progress = 0.63, t = 420.51 s / 164.80 tokens per second
83.19.270.014 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  71348, progress = 0.65, t = 441.66 s / 161.54 tokens per second
83.40.317.120 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  73396, progress = 0.67, t = 462.67 s / 158.64 tokens per second
84.01.895.942 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  75444, progress = 0.68, t = 484.30 s / 155.78 tokens per second
84.23.805.641 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  77492, progress = 0.70, t = 506.11 s / 153.11 tokens per second
84.46.437.776 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  79540, progress = 0.72, t = 528.45 s / 150.52 tokens per second
85.08.697.648 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  81588, progress = 0.74, t = 551.15 s / 148.03 tokens per second
85.30.295.687 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  83636, progress = 0.76, t = 572.68 s / 146.04 tokens per second
85.52.083.130 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  85684, progress = 0.78, t = 594.41 s / 144.15 tokens per second
86.14.153.274 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  87732, progress = 0.80, t = 616.44 s / 142.32 tokens per second
86.36.482.057 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  89780, progress = 0.81, t = 638.60 s / 140.59 tokens per second
86.58.957.095 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  91828, progress = 0.83, t = 661.11 s / 138.90 tokens per second
87.21.735.284 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  93876, progress = 0.85, t = 683.79 s / 137.29 tokens per second
87.44.903.234 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  95924, progress = 0.87, t = 706.84 s / 135.71 tokens per second
88.08.345.146 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens =  97972, progress = 0.89, t = 730.19 s / 134.17 tokens per second
88.32.158.000 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens = 100020, progress = 0.91, t = 753.92 s / 132.67 tokens per second
88.56.397.300 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens = 102068, progress = 0.93, t = 778.04 s / 131.19 tokens per second
89.20.916.087 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens = 104116, progress = 0.94, t = 802.47 s / 129.74 tokens per second
89.45.797.149 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens = 106164, progress = 0.96, t = 827.24 s / 128.33 tokens per second
90.11.125.145 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens = 108212, progress = 0.98, t = 852.46 s / 126.94 tokens per second
90.29.826.559 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens = 109688, progress = 1.00, t = 871.94 s / 125.80 tokens per second
90.35.873.134 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens = 110155, progress = 1.00, t = 878.46 s / 125.40 tokens per second
90.36.967.468 I slot print_timing: id  0 | task 1661 | prompt processing, n_tokens = 110200, progress = 1.00, t = 884.50 s / 124.59 tokens per second
90.49.240.688 I slot print_timing: id  0 | task 1661 | n_gen =    101, tg =   8.35 t/s, tg_3s =   8.44 t/s
90.52.299.409 I slot print_timing: id  0 | task 1661 | n_gen =    137, tg =   9.05 t/s, tg_3s =  11.77 t/s
90.53.587.170 I slot print_timing: id  0 | task 1661 | prompt eval time =  885587.69 ms / 110204 tokens (    8.04 ms per token,   124.44 tokens per second)
90.53.587.174 I slot print_timing: id  0 | task 1661 |        eval time =   16316.75 ms /   150 tokens (  109.51 ms per token,     9.13 tokens per second)
90.53.587.174 I slot print_timing: id  0 | task 1661 |       total time =  901904.43 ms / 110354 tokens
90.53.587.175 I slot print_timing: id  0 | task 1661 |    graphs reused =       1445
90.53.587.176 I slot print_timing: id  0 | task 1661 | draft acceptance = 0.67969 (   87 accepted /   128 generated), mean len =  2.36
90.53.588.573 I slot      release: id  0 | task 1661 | stop processing: n_tokens = 110355, truncated = 0
90.54.129.191 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.998 (> 0.100 thold), f_keep = 0.999
90.54.130.093 I slot launch_slot_: id  0 | task 1784 | processing task, is_child = 0
91.07.917.409 I slot print_timing: id  0 | task 1784 | n_gen =    101, tg =   9.34 t/s, tg_3s =   9.44 t/s
91.10.975.132 I slot print_timing: id  0 | task 1784 | n_gen =    134, tg =   9.66 t/s, tg_3s =  10.79 t/s
91.14.034.158 I slot print_timing: id  0 | task 1784 | n_gen =    164, tg =   9.69 t/s, tg_3s =   9.81 t/s
91.16.839.030 I slot print_timing: id  0 | task 1784 | prompt eval time =    3083.59 ms /   208 tokens (   14.82 ms per token,    67.45 tokens per second)
91.16.839.032 I slot print_timing: id  0 | task 1784 |        eval time =   19625.10 ms /   192 tokens (  102.75 ms per token,     9.73 tokens per second)
91.16.839.032 I slot print_timing: id  0 | task 1784 |       total time =   22708.68 ms /   400 tokens
91.16.839.033 I slot print_timing: id  0 | task 1784 |    graphs reused =       1520
91.16.839.035 I slot print_timing: id  0 | task 1784 | draft acceptance = 0.74675 (  115 accepted /   154 generated), mean len =  2.49
91.16.840.282 I slot      release: id  0 | task 1784 | stop processing: n_tokens = 110600, truncated = 0
91.16.937.082 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.998 (> 0.100 thold), f_keep = 0.998
91.16.937.989 I slot launch_slot_: id  0 | task 1864 | processing task, is_child = 0
91.32.640.521 I slot print_timing: id  0 | task 1864 | n_gen =    100, tg =   8.07 t/s, tg_3s =   8.16 t/s
91.35.708.621 I slot print_timing: id  0 | task 1864 | n_gen =    127, tg =   8.22 t/s, tg_3s =   8.80 t/s
91.38.515.992 I slot print_timing: id  0 | task 1864 | prompt eval time =    3440.84 ms /   246 tokens (   13.99 ms per token,    71.49 tokens per second)
91.38.516.005 I slot print_timing: id  0 | task 1864 |        eval time =   18136.90 ms /   159 tokens (  114.79 ms per token,     8.71 tokens per second)
91.38.516.006 I slot print_timing: id  0 | task 1864 |       total time =   21577.75 ms /   405 tokens
91.38.516.006 I slot print_timing: id  0 | task 1864 |    graphs reused =       1590
91.38.516.009 I slot print_timing: id  0 | task 1864 | draft acceptance = 0.61972 (   88 accepted /   142 generated), mean len =  2.24
91.38.517.263 I slot      release: id  0 | task 1864 | stop processing: n_tokens = 110809, truncated = 0
91.38.624.975 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.137 (> 0.100 thold), f_keep = 0.171
91.38.630.328 W srv         alloc:  - prompt state size 9888.811 MiB exceeds cache size limit 8192.000 MiB, skipping
91.38.631.242 I slot launch_slot_: id  0 | task 1938 | processing task, is_child = 0
91.44.126.645 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =   2048, progress = 0.01, t =   4.05 s / 505.89 tokens per second
91.49.925.887 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =   4096, progress = 0.03, t =   9.76 s / 419.87 tokens per second
91.56.048.143 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =   6144, progress = 0.04, t =  15.79 s / 389.17 tokens per second
92.02.498.110 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =   8192, progress = 0.06, t =  22.15 s / 369.92 tokens per second
92.09.273.288 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  10240, progress = 0.07, t =  28.83 s / 355.17 tokens per second
92.16.382.120 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  12288, progress = 0.09, t =  35.84 s / 342.81 tokens per second
92.23.826.805 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  14336, progress = 0.10, t =  43.20 s / 331.89 tokens per second
92.31.608.950 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  16384, progress = 0.12, t =  50.88 s / 322.01 tokens per second
92.39.733.432 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  18432, progress = 0.13, t =  58.91 s / 312.88 tokens per second
92.42.286.788 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  19007, progress = 0.14, t =  63.18 s / 300.82 tokens per second
92.50.805.800 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  21055, progress = 0.15, t =  69.86 s / 301.39 tokens per second
92.59.719.835 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  23103, progress = 0.17, t =  78.68 s / 293.65 tokens per second
93.08.993.683 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  25151, progress = 0.18, t =  87.85 s / 286.31 tokens per second
93.18.643.254 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  27199, progress = 0.20, t =  97.38 s / 279.32 tokens per second
93.28.629.741 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  29247, progress = 0.21, t = 107.28 s / 272.62 tokens per second
93.39.035.853 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  31295, progress = 0.23, t = 117.58 s / 266.15 tokens per second
93.49.821.373 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  33343, progress = 0.24, t = 128.27 s / 259.95 tokens per second
94.01.004.721 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  35391, progress = 0.26, t = 139.31 s / 254.04 tokens per second
94.12.464.071 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  37439, progress = 0.27, t = 150.71 s / 248.42 tokens per second
94.24.309.189 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  39487, progress = 0.29, t = 162.45 s / 243.07 tokens per second
94.36.494.382 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  41535, progress = 0.30, t = 174.53 s / 237.98 tokens per second
94.49.090.031 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  43583, progress = 0.32, t = 187.00 s / 233.06 tokens per second
95.02.053.513 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  45631, progress = 0.33, t = 199.87 s / 228.30 tokens per second
95.15.384.385 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  47679, progress = 0.34, t = 213.10 s / 223.74 tokens per second
95.29.090.805 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  49727, progress = 0.36, t = 226.70 s / 219.35 tokens per second
95.43.157.554 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  51775, progress = 0.37, t = 240.67 s / 215.13 tokens per second
95.57.622.603 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  53823, progress = 0.39, t = 255.03 s / 211.05 tokens per second
96.12.479.289 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  55871, progress = 0.40, t = 269.78 s / 207.10 tokens per second
96.27.777.376 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  57919, progress = 0.42, t = 284.95 s / 203.26 tokens per second
96.43.460.429 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  59967, progress = 0.43, t = 300.53 s / 199.54 tokens per second
96.59.525.054 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  62015, progress = 0.45, t = 316.48 s / 195.95 tokens per second
97.16.067.210 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  64063, progress = 0.46, t = 332.85 s / 192.47 tokens per second
97.26.545.059 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  65304, progress = 0.47, t = 345.65 s / 188.93 tokens per second
97.43.581.217 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  67352, progress = 0.49, t = 360.23 s / 186.97 tokens per second
98.01.139.224 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  69400, progress = 0.50, t = 377.68 s / 183.75 tokens per second
98.19.074.933 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  71448, progress = 0.52, t = 395.49 s / 180.66 tokens per second
98.37.443.764 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  73496, progress = 0.53, t = 413.76 s / 177.63 tokens per second
98.56.167.862 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  75544, progress = 0.55, t = 432.38 s / 174.72 tokens per second
99.15.285.580 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  77592, progress = 0.56, t = 451.40 s / 171.89 tokens per second
99.34.855.352 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  79640, progress = 0.58, t = 470.85 s / 169.14 tokens per second
99.54.744.055 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  81688, progress = 0.59, t = 490.65 s / 166.49 tokens per second
100.15.066.573 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  83736, progress = 0.61, t = 510.80 s / 163.93 tokens per second
100.35.779.518 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  85784, progress = 0.62, t = 531.44 s / 161.42 tokens per second
100.56.910.097 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  87832, progress = 0.63, t = 552.46 s / 158.98 tokens per second
101.18.447.787 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  89880, progress = 0.65, t = 573.85 s / 156.63 tokens per second
101.40.726.371 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  91928, progress = 0.66, t = 595.72 s / 154.31 tokens per second
102.03.371.551 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  93976, progress = 0.68, t = 618.48 s / 151.95 tokens per second
102.26.094.354 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  96024, progress = 0.69, t = 641.20 s / 149.76 tokens per second
102.49.303.498 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens =  98072, progress = 0.71, t = 664.26 s / 147.64 tokens per second
103.12.825.798 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens = 100120, progress = 0.72, t = 687.70 s / 145.59 tokens per second
103.36.862.838 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens = 102168, progress = 0.74, t = 711.55 s / 143.59 tokens per second
104.01.363.599 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens = 104216, progress = 0.75, t = 735.95 s / 141.61 tokens per second
104.26.397.128 I slot print_timing: id  0 | task 1938 | prompt processing, n_tokens = 106264, progress = 0.77, t = 760.86 s / 139.66 tokens per second
