86.38.912.277 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
92.47.726.183 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  51280, progress = 0.31, t = 339.24 s / 151.16 tokens per second
93.06.831.863 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  53328, progress = 0.31, t = 358.21 s / 148.87 tokens per second
93.26.319.102 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  55376, progress = 0.32, t = 377.61 s / 146.65 tokens per second
93.46.269.666 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  57424, progress = 0.33, t = 397.44 s / 144.48 tokens per second
94.06.618.112 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  59472, progress = 0.34, t = 417.66 s / 142.39 tokens per second
94.27.377.388 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  61520, progress = 0.35, t = 438.29 s / 140.36 tokens per second
94.48.613.609 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  63568, progress = 0.36, t = 459.41 s / 138.37 tokens per second
95.10.283.435 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  65616, progress = 0.37, t = 480.95 s / 136.43 tokens per second
95.32.332.981 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  67664, progress = 0.38, t = 502.88 s / 134.55 tokens per second
95.54.823.606 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  69712, progress = 0.39, t = 525.30 s / 132.71 tokens per second
96.17.725.286 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  71760, progress = 0.39, t = 548.06 s / 130.94 tokens per second
96.40.983.139 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  73808, progress = 0.40, t = 571.22 s / 129.21 tokens per second
97.04.714.468 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  75856, progress = 0.41, t = 594.83 s / 127.52 tokens per second
97.28.869.397 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  77904, progress = 0.42, t = 618.85 s / 125.89 tokens per second
97.53.438.214 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  79952, progress = 0.43, t = 643.31 s / 124.28 tokens per second
98.18.419.156 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  82000, progress = 0.44, t = 668.18 s / 122.72 tokens per second
98.43.851.240 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  84048, progress = 0.45, t = 693.46 s / 121.20 tokens per second
99.09.628.250 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  86096, progress = 0.46, t = 719.16 s / 119.72 tokens per second
99.35.934.477 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  88144, progress = 0.47, t = 745.33 s / 118.26 tokens per second
100.02.564.252 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  90192, progress = 0.48, t = 771.86 s / 116.85 tokens per second
100.28.636.224 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  92135, progress = 0.48, t = 798.83 s / 115.34 tokens per second
100.56.105.483 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  94183, progress = 0.49, t = 825.15 s / 114.14 tokens per second
101.24.048.138 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  96231, progress = 0.50, t = 852.98 s / 112.82 tokens per second
101.52.388.225 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  98279, progress = 0.51, t = 881.18 s / 111.53 tokens per second
102.21.210.771 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 100327, progress = 0.52, t = 909.88 s / 110.26 tokens per second
102.50.418.551 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 102375, progress = 0.53, t = 938.98 s / 109.03 tokens per second
103.20.075.244 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 104423, progress = 0.54, t = 968.53 s / 107.82 tokens per second
103.50.123.347 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 106471, progress = 0.55, t = 998.43 s / 106.64 tokens per second
104.20.556.958 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 108519, progress = 0.56, t = 1028.77 s / 105.48 tokens per second
104.51.505.143 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 110567, progress = 0.57, t = 1059.59 s / 104.35 tokens per second
105.22.923.768 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 112615, progress = 0.57, t = 1090.87 s / 103.23 tokens per second
105.54.721.534 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 114663, progress = 0.58, t = 1122.56 s / 102.14 tokens per second
106.26.981.450 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 116711, progress = 0.59, t = 1154.69 s / 101.08 tokens per second
106.59.612.637 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 118759, progress = 0.60, t = 1187.18 s / 100.03 tokens per second
107.32.762.985 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 120807, progress = 0.61, t = 1220.22 s / 99.00 tokens per second
108.06.443.805 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 122855, progress = 0.62, t = 1253.78 s / 97.99 tokens per second
108.40.494.109 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 124903, progress = 0.63, t = 1287.74 s / 96.99 tokens per second
109.14.839.873 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 126951, progress = 0.64, t = 1321.98 s / 96.03 tokens per second
109.49.609.634 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 128999, progress = 0.65, t = 1356.61 s / 95.09 tokens per second
110.24.800.345 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 131047, progress = 0.65, t = 1391.73 s / 94.16 tokens per second
111.00.425.275 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 133095, progress = 0.66, t = 1427.15 s / 93.26 tokens per second
111.36.459.425 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 135143, progress = 0.67, t = 1463.13 s / 92.37 tokens per second
112.13.121.088 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 137191, progress = 0.68, t = 1499.41 s / 91.50 tokens per second
112.38.807.867 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 138513, progress = 0.69, t = 1528.68 s / 90.61 tokens per second
113.18.970.409 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 140561, progress = 0.70, t = 1564.36 s / 89.85 tokens per second
114.00.082.553 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 142609, progress = 0.71, t = 1605.26 s / 88.84 tokens per second
114.41.721.153 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 144657, progress = 0.71, t = 1646.81 s / 87.84 tokens per second
115.23.973.882 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 146705, progress = 0.72, t = 1688.93 s / 86.86 tokens per second
116.06.867.319 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 148753, progress = 0.73, t = 1731.63 s / 85.90 tokens per second
116.50.198.527 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 150801, progress = 0.74, t = 1774.83 s / 84.97 tokens per second
117.34.338.389 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 152849, progress = 0.75, t = 1818.63 s / 84.05 tokens per second
118.19.117.005 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 154897, progress = 0.76, t = 1863.24 s / 83.13 tokens per second
119.04.204.906 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 156945, progress = 0.77, t = 1908.34 s / 82.24 tokens per second
119.50.027.867 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 158993, progress = 0.78, t = 1953.91 s / 81.37 tokens per second
120.36.109.391 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 161041, progress = 0.79, t = 1999.95 s / 80.52 tokens per second
121.22.601.165 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 163089, progress = 0.80, t = 2046.31 s / 79.70 tokens per second
122.09.706.261 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 165137, progress = 0.80, t = 2093.31 s / 78.89 tokens per second
122.57.173.362 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 167185, progress = 0.81, t = 2140.65 s / 78.10 tokens per second
123.45.223.436 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 169233, progress = 0.82, t = 2188.55 s / 77.33 tokens per second
124.33.673.617 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 171281, progress = 0.83, t = 2236.88 s / 76.57 tokens per second
125.22.678.826 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 173329, progress = 0.84, t = 2285.74 s / 75.83 tokens per second
126.12.185.714 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 175377, progress = 0.85, t = 2335.07 s / 75.11 tokens per second
126.55.866.246 W srv          stop: cancel task, id_task = 746
127.02.157.585 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 177425, progress = 0.86, t = 2384.94 s / 74.39 tokens per second
127.52.579.926 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 179473, progress = 0.87, t = 2435.23 s / 73.70 tokens per second
128.43.451.757 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 181521, progress = 0.88, t = 2485.97 s / 73.02 tokens per second
129.17.589.715 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 182870, progress = 0.88, t = 2524.99 s / 72.42 tokens per second
130.09.035.895 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 184918, progress = 0.89, t = 2571.35 s / 71.91 tokens per second
131.01.341.356 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens = 186966, progress = 0.90, t = 2623.40 s / 71.27 tokens per second
