7.19.019.109 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 0.998
11.33.529.263 I slot print_timing: id  0 | task 220 | prompt processing, n_tokens =  38912, progress = 0.62, t = 243.15 s / 160.03 tokens per second
11.48.834.846 I slot print_timing: id  0 | task 220 | prompt processing, n_tokens =  40960, progress = 0.65, t = 258.34 s / 158.55 tokens per second
12.05.169.496 I slot print_timing: id  0 | task 220 | prompt processing, n_tokens =  43008, progress = 0.67, t = 274.28 s / 156.80 tokens per second
12.22.726.650 I slot print_timing: id  0 | task 220 | prompt processing, n_tokens =  45056, progress = 0.69, t = 291.56 s / 154.53 tokens per second
12.39.581.147 I slot print_timing: id  0 | task 220 | prompt processing, n_tokens =  46917, progress = 0.71, t = 309.79 s / 151.45 tokens per second
12.56.378.767 I slot print_timing: id  0 | task 220 | prompt processing, n_tokens =  48965, progress = 0.73, t = 325.47 s / 150.44 tokens per second
13.13.923.971 I slot print_timing: id  0 | task 220 | prompt processing, n_tokens =  51013, progress = 0.76, t = 342.65 s / 148.88 tokens per second
13.32.954.393 I slot print_timing: id  0 | task 220 | prompt processing, n_tokens =  53061, progress = 0.78, t = 361.36 s / 146.84 tokens per second
13.53.039.254 I slot print_timing: id  0 | task 220 | prompt processing, n_tokens =  55109, progress = 0.80, t = 381.20 s / 144.57 tokens per second
14.13.742.828 I slot print_timing: id  0 | task 220 | prompt processing, n_tokens =  57157, progress = 0.82, t = 401.73 s / 142.28 tokens per second
14.32.692.288 I slot print_timing: id  0 | task 220 | prompt processing, n_tokens =  59205, progress = 0.84, t = 421.25 s / 140.55 tokens per second
14.52.729.568 I slot print_timing: id  0 | task 220 | prompt processing, n_tokens =  61253, progress = 0.87, t = 440.76 s / 138.97 tokens per second
15.14.265.065 I slot print_timing: id  0 | task 220 | prompt processing, n_tokens =  63301, progress = 0.89, t = 462.00 s / 137.01 tokens per second
15.36.650.288 I slot print_timing: id  0 | task 220 | prompt processing, n_tokens =  65349, progress = 0.91, t = 484.17 s / 134.97 tokens per second
15.59.682.056 I slot print_timing: id  0 | task 220 | prompt processing, n_tokens =  67397, progress = 0.93, t = 507.01 s / 132.93 tokens per second
16.23.144.074 I slot print_timing: id  0 | task 220 | prompt processing, n_tokens =  69445, progress = 0.96, t = 530.40 s / 130.93 tokens per second
16.47.119.940 I slot print_timing: id  0 | task 220 | prompt processing, n_tokens =  71493, progress = 0.98, t = 554.21 s / 129.00 tokens per second
17.04.723.284 I slot print_timing: id  0 | task 220 | prompt processing, n_tokens =  72951, progress = 0.99, t = 572.69 s / 127.38 tokens per second
17.10.863.974 I slot print_timing: id  0 | task 220 | prompt processing, n_tokens =  73463, progress = 1.00, t = 578.73 s / 126.94 tokens per second
17.22.250.165 I slot print_timing: id  0 | task 220 | n_gen =    100, tg =   9.15 t/s, tg_3s =   9.24 t/s
17.25.281.958 I slot print_timing: id  0 | task 220 | n_gen =    136, tg =   9.74 t/s, tg_3s =  11.87 t/s
17.27.321.198 I slot print_timing: id  0 | task 220 | prompt eval time =  585138.26 ms / 73467 tokens (    7.96 ms per token,   125.55 tokens per second)
17.27.321.200 I slot print_timing: id  0 | task 220 |        eval time =   15896.32 ms /   158 tokens (  101.25 ms per token,     9.88 tokens per second)
17.27.321.201 I slot print_timing: id  0 | task 220 |       total time =  601034.58 ms / 73625 tokens
17.27.321.201 I slot print_timing: id  0 | task 220 |    graphs reused =        230
17.27.321.203 I slot print_timing: id  0 | task 220 | draft acceptance = 0.76190 (   96 accepted /   126 generated), mean len =  2.52
17.27.322.272 I slot      release: id  0 | task 220 | stop processing: n_tokens = 91930, truncated = 0
17.27.405.957 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.833 (> 0.100 thold), f_keep = 0.998
17.27.406.817 I slot launch_slot_: id  0 | task 322 | processing task, is_child = 0
17.52.100.988 I slot print_timing: id  0 | task 322 | prompt processing, n_tokens =   2048, progress = 0.85, t =  17.83 s / 114.89 tokens per second
18.17.498.261 I slot print_timing: id  0 | task 322 | prompt processing, n_tokens =   4096, progress = 0.87, t =  43.07 s / 95.09 tokens per second
18.43.272.485 I slot print_timing: id  0 | task 322 | prompt processing, n_tokens =   6144, progress = 0.89, t =  68.76 s / 89.36 tokens per second
19.09.520.051 I slot print_timing: id  0 | task 322 | prompt processing, n_tokens =   8192, progress = 0.91, t =  94.86 s / 86.36 tokens per second
19.36.173.561 I slot print_timing: id  0 | task 322 | prompt processing, n_tokens =  10240, progress = 0.93, t = 121.40 s / 84.35 tokens per second
20.03.307.632 I slot print_timing: id  0 | task 322 | prompt processing, n_tokens =  12288, progress = 0.94, t = 148.41 s / 82.80 tokens per second
20.30.895.342 I slot print_timing: id  0 | task 322 | prompt processing, n_tokens =  14336, progress = 0.96, t = 175.88 s / 81.51 tokens per second
20.58.971.987 I slot print_timing: id  0 | task 322 | prompt processing, n_tokens =  16384, progress = 0.98, t = 203.81 s / 80.39 tokens per second
21.20.220.625 I slot print_timing: id  0 | task 322 | prompt processing, n_tokens =  17912, progress = 1.00, t = 225.39 s / 79.47 tokens per second
21.27.437.721 I slot print_timing: id  0 | task 322 | prompt processing, n_tokens =  18424, progress = 1.00, t = 233.21 s / 79.00 tokens per second
21.39.252.648 I slot print_timing: id  0 | task 322 | prompt eval time =  240699.84 ms / 18428 tokens (   13.06 ms per token,    76.56 tokens per second)
21.39.252.651 I slot print_timing: id  0 | task 322 |        eval time =   11145.74 ms /    97 tokens (  116.10 ms per token,     8.61 tokens per second)
21.39.252.651 I slot print_timing: id  0 | task 322 |       total time =  251845.58 ms / 18525 tokens
21.39.252.652 I slot print_timing: id  0 | task 322 |    graphs reused =        270
21.39.252.654 I slot print_timing: id  0 | task 322 | draft acceptance = 0.67073 (   55 accepted /    82 generated), mean len =  2.34
21.39.253.931 I slot      release: id  0 | task 322 | stop processing: n_tokens = 110291, truncated = 0
