ts,wired_gb,free_gb,rss_gb
1788045234,42.68,8.80,41.33
1788045239,42.88,8.62,41.33
1788045244,42.67,8.77,41.33
1788045249,42.86,8.65,41.33
1788045254,42.67,8.78,41.34
1788045259,42.86,8.63,41.34
1788045264,42.64,8.79,41.34
1788045269,42.86,8.65,41.34
1788045274,42.67,8.79,41.34
1788045279,42.85,8.65,41.34
1788045284,42.67,8.78,41.35
1788045289,42.88,8.63,41.35
1788045294,42.63,8.80,41.35
1788045299,42.86,8.65,41.35
1788045304,42.95,8.57,41.35
1788045309,42.88,8.60,41.35
1788045314,42.67,8.77,41.35
1788045319,42.86,8.64,41.35
1788045324,42.67,8.76,41.35
1788045329,42.88,8.63,41.35
1788045334,42.67,8.77,41.35
1788045339,42.88,8.64,41.36
1788045344,42.67,8.78,41.36
1788045349,42.87,8.64,41.36
1788045354,42.67,8.78,41.36
1788045359,42.85,8.53,41.62
1788045364,42.67,8.64,41.62
1788045369,42.92,8.50,41.62
1788045374,42.69,8.65,41.62
1788045379,42.89,8.53,41.63
1788045384,42.70,8.64,41.63
1788045389,42.89,8.53,41.63
1788045394,42.71,8.63,41.64
1788045399,42.88,8.51,41.64
1788045404,42.63,8.64,41.64
1788045409,42.82,8.52,41.64
1788045414,42.67,8.61,41.64
1788045419,42.86,8.50,41.65
1788045424,42.67,8.58,41.65
1788045429,42.86,8.49,41.65
1788045434,42.67,8.57,41.65
1788045439,42.87,8.47,41.65
1788045444,42.67,8.60,41.65
1788045449,42.88,8.48,41.66
1788045454,42.66,8.61,41.66
1788045459,42.87,8.50,41.66
1788045464,42.67,7.89,41.66
1788045469,42.90,7.85,41.66
1788045475,42.67,7.99,41.66
1788045480,42.88,7.90,41.67
1788045485,42.83,7.92,41.67
1788045490,42.90,7.88,41.67
1788045495,42.98,7.81,41.67
1788045500,42.90,7.87,41.68
1788045505,42.84,7.84,41.68
1788045510,42.91,7.78,41.68
1788045515,42.80,7.79,41.68
1788045520,42.91,7.70,41.68
1788045525,42.84,7.76,41.69
1788045530,42.87,7.75,41.69
1788045535,42.84,7.78,41.69
1788045540,42.87,7.74,41.69
1788045545,42.80,7.79,41.69
1788045550,42.89,7.73,41.70
1788045555,42.81,7.79,41.70
1788045560,42.90,7.72,41.70
1788045565,43.05,7.54,41.70
1788045570,43.43,6.93,41.70
1788045575,43.08,7.20,41.70
1788045580,43.12,7.17,41.70
1788045585,43.06,7.25,41.70
1788045590,43.17,7.16,41.71
1788045595,43.09,7.37,41.71
1788045600,43.21,7.32,41.71
1788045605,43.13,7.37,41.71
1788045610,43.19,7.31,41.71
1788045615,43.13,7.33,41.72
1788045620,43.21,7.30,41.72
1788045625,43.07,7.32,41.72
1788045630,43.14,7.30,41.72
1788045635,43.16,7.10,42.09
1788045640,43.06,6.93,42.60
1788045645,43.03,7.04,42.66
1788045650,42.94,7.11,42.66
1788045655,42.88,7.18,42.66
1788045660,42.91,7.16,42.66
1788045665,42.87,7.17,42.66
1788045670,42.89,7.17,42.66
1788045675,42.85,7.19,42.66
1788045680,42.93,7.14,42.67
1788045685,42.87,7.20,42.67
1788045690,42.87,7.20,42.67
1788045695,43.07,6.99,42.67
1788045700,42.68,7.28,42.67
1788045705,42.69,7.22,42.67
1788045710,42.88,7.11,42.67
1788045715,42.64,7.26,42.68
1788045721,42.88,7.11,42.68
1788045726,42.68,7.26,42.68
1788045731,42.89,7.12,42.68
1788045736,42.68,7.26,42.68
1788045741,42.86,7.15,42.68
1788045746,42.63,7.31,42.69
1788045751,42.87,7.15,42.69
1788045756,42.68,7.29,42.69
1788045761,42.84,7.11,42.69
1788045766,42.68,7.26,42.69
1788045771,42.90,7.11,42.69
1788045776,42.68,7.26,42.70
1788045781,42.83,7.14,42.70
1788045786,42.68,7.27,42.70
1788045791,42.87,7.20,42.70
1788045796,42.68,7.34,42.70
1788045801,42.87,7.21,42.71
1788045806,42.70,7.23,42.71
1788045811,42.91,7.12,42.71
1788045816,42.68,7.31,42.71
1788045821,42.89,7.14,42.71
1788045826,42.63,7.32,42.71
1788045831,42.87,7.17,42.71
1788045836,42.64,7.31,42.71
1788045841,42.87,7.18,42.72
1788045846,42.67,7.33,42.72
1788045851,42.87,7.19,42.72
1788045856,42.68,7.33,42.72
1788045861,42.87,7.21,42.72
1788045866,42.71,7.33,42.72
1788045871,42.92,7.18,42.72
1788045876,42.71,7.02,43.16
1788045881,42.86,6.98,43.16
1788045886,42.66,6.98,43.73
1788045891,42.85,6.86,43.73
1788045896,42.67,6.56,43.41
1788045901,42.86,6.52,43.52
1788045906,42.63,6.67,43.52
1788045911,42.86,6.54,43.52
1788045916,42.68,6.67,43.52
1788045921,42.82,6.57,43.52
1788045926,42.68,6.68,43.52
1788045931,43.00,6.50,43.52
1788045936,42.67,6.74,43.52
1788045941,42.82,6.67,43.52
1788045946,42.67,6.79,43.52
1788045951,42.86,6.67,43.52
1788045956,42.66,6.80,43.52
1788045961,42.86,6.66,43.52
1788045966,43.01,6.56,43.52
1788045972,43.23,5.56,42.03
1788045977,43.19,5.31,41.50
1788045982,42.81,5.24,40.82
1788045987,42.56,5.46,40.82
1788045992,42.56,8.11,39.92
1788045997,42.55,8.05,39.92
1788046002,43.13,7.44,39.92
1788046007,42.75,7.63,39.92
1788046012,43.11,7.54,39.92
1788046017,42.75,7.65,39.92
1788046022,43.11,7.49,39.92
1788046027,42.75,7.73,39.92
1788046032,43.13,7.48,39.92
1788046037,42.75,7.74,39.92
1788046042,43.24,7.45,39.92
1788046047,42.74,7.74,39.92
1788046052,42.71,7.86,39.92
1788046057,42.99,7.61,39.92
1788046062,42.74,7.86,39.92
1788046067,42.96,7.66,39.92
1788046072,42.74,7.84,39.92
1788046077,43.29,7.45,39.92
1788046082,43.11,7.52,39.92
1788046087,43.22,7.46,39.92
1788046092,43.01,7.54,39.92
1788046097,43.23,7.28,39.92
1788046102,42.76,7.62,39.92
1788046107,43.14,7.42,39.92
1788046112,42.80,7.67,39.92
1788046117,43.15,7.44,39.92
1788046122,42.80,7.66,39.92
1788046127,43.18,7.33,39.92
1788046132,42.80,7.63,39.92
1788046137,43.16,7.36,39.92
1788046142,42.80,7.61,39.92
1788046147,43.16,7.38,39.92
1788046152,43.05,7.39,39.92
1788046157,43.21,7.35,39.92
1788046162,42.57,7.79,39.92
1788046167,42.96,7.52,39.92
1788046172,42.56,7.71,39.92
1788046177,43.27,7.28,39.92
1788046182,42.92,7.39,39.92
1788046187,43.48,6.91,39.92
1788046192,43.32,7.07,39.92
1788046197,43.34,7.11,39.92
1788046202,43.08,7.16,39.92
1788046207,43.06,7.23,39.92
1788046212,42.90,7.36,39.92
1788046217,43.24,7.07,39.92
1788046223,42.84,7.37,40.07
1788046228,42.61,7.64,40.12
1788046233,42.48,7.86,40.12
1788046238,42.45,7.89,40.12
1788046243,42.48,7.89,40.12
1788046248,42.48,7.89,40.12
1788046253,42.48,7.89,40.12
1788046258,42.47,8.04,40.12
1788046263,42.48,7.94,40.12
1788046268,42.48,7.99,40.12
1788046273,42.91,7.49,40.12
1788046278,42.74,7.70,40.12
1788046283,42.75,7.75,40.12
1788046288,42.74,7.75,40.12
1788046293,42.89,7.59,40.12
1788046298,42.88,7.59,40.12
1788046303,43.12,7.28,40.12
1788046308,42.48,7.70,40.12
1788046313,42.48,7.73,40.12
1788046318,42.48,7.81,40.12
1788046323,42.45,7.78,40.12
1788046328,42.45,7.82,40.12
1788046333,42.48,7.85,40.12
1788046338,42.46,7.82,40.12
1788046343,42.46,7.86,40.12
1788046348,42.46,7.89,40.12
1788046353,42.46,7.89,40.12
1788046358,42.46,7.89,40.12
1788046363,42.79,7.59,40.12
1788046368,42.46,7.84,40.12
1788046373,42.49,7.81,40.12
1788046378,42.49,7.83,40.12
1788046383,42.49,7.80,40.12
1788046388,42.75,7.62,40.12
1788046393,43.09,7.08,40.12
1788046398,43.12,7.11,40.12
1788046403,43.18,7.11,40.12
1788046408,43.02,7.13,40.12
1788046413,43.28,7.03,40.12
1788046418,42.76,7.36,40.12
1788046423,43.18,7.16,40.12
1788046428,42.79,7.38,40.12
1788046433,43.31,7.11,40.12
1788046438,42.99,7.20,40.12
1788046443,43.20,7.16,40.12
1788046448,43.08,7.24,40.12
1788046453,43.12,7.25,40.12
1788046458,43.08,7.25,40.12
1788046463,43.11,7.25,40.12
1788046468,43.04,7.27,40.12
1788046473,43.08,7.26,40.12
1788046478,43.03,7.32,40.12
1788046483,43.12,7.28,40.12
1788046489,43.13,7.16,40.12
1788046494,43.11,7.22,40.12
1788046499,43.04,7.25,40.12
1788046504,43.09,7.22,40.12
1788046509,43.04,7.23,40.12
1788046514,43.10,7.23,40.13
1788046519,43.08,7.25,40.13
1788046524,43.11,7.23,40.13
1788046529,43.07,7.26,40.13
1788046534,43.11,7.23,40.13
1788046539,43.06,7.26,40.13
1788046544,43.11,7.25,40.13
1788046549,43.07,7.27,40.13
1788046554,43.09,7.18,40.13
1788046559,43.21,7.06,40.13
1788046564,43.23,7.04,40.13
1788046569,42.93,7.24,40.13
1788046574,42.88,7.30,40.13
1788046579,43.21,7.00,40.13
1788046584,42.86,7.52,40.13
1788046589,42.85,7.68,40.13
1788046594,42.85,7.76,40.13
1788046599,42.72,7.82,40.13
1788046604,42.72,7.75,40.13
1788046609,42.86,7.69,40.13
1788046614,42.72,7.73,40.13
1788046619,42.69,7.76,40.13
1788046624,42.72,7.76,40.13
1788046629,42.72,7.77,40.13
1788046634,42.86,7.65,40.13
1788046639,42.74,7.69,40.13
1788046644,42.72,7.56,40.13
1788046649,42.72,7.65,40.13
1788046654,42.72,7.70,40.13
1788046659,42.72,7.70,40.13
1788046664,42.68,7.71,40.13
1788046669,42.68,7.70,40.13
1788046674,42.86,7.60,40.13
1788046679,42.68,7.67,40.13
1788046684,42.72,7.69,40.13
1788046689,42.68,7.74,40.14
1788046694,42.68,7.71,40.14
1788046699,42.68,7.72,40.14
1788046704,42.85,7.62,40.14
1788046709,42.72,7.65,40.14
1788046714,42.68,7.40,40.57
1788046719,42.68,7.43,40.57
1788046724,42.72,7.44,40.57
1788046729,42.68,7.45,40.57
1788046734,42.72,7.45,40.57
1788046739,42.68,7.45,40.58
1788046744,42.72,7.45,40.58
1788046749,42.68,7.45,40.58
1788046754,42.72,7.45,40.58
1788046759,42.93,7.23,40.58
1788046764,42.72,7.40,40.59
1788046770,42.72,7.45,40.59
1788046775,42.72,7.39,40.59
1788046780,42.72,7.38,40.59
1788046785,42.72,7.43,40.59
1788046790,42.72,7.45,40.59
1788046795,42.72,7.40,40.60
1788046800,42.72,7.44,40.60
1788046805,42.68,7.42,40.60
1788046810,42.68,7.46,40.60
1788046815,42.72,7.49,40.60
1788046820,42.68,7.48,40.61
1788046825,42.72,7.48,40.61
1788046830,42.82,7.35,40.61
1788046835,42.72,7.39,40.61
1788046840,42.72,7.40,40.61
1788046845,42.72,7.41,40.61
1788046850,42.72,7.40,40.61
1788046855,42.68,7.44,40.61
1788046860,42.85,7.35,40.62
1788046865,42.72,7.40,40.62
1788046870,42.85,7.35,40.62
1788046875,42.68,7.42,40.62
1788046880,42.68,7.45,40.62
1788046885,42.72,7.39,40.62
1788046890,42.72,7.43,40.62
1788046895,42.82,7.35,40.62
1788046900,42.72,7.38,40.62
1788046905,42.89,7.20,40.63
1788046910,42.72,7.39,40.63
1788046915,42.72,7.46,40.63
1788046920,42.81,7.22,40.63
1788046925,42.86,7.21,40.63
1788046930,44.38,5.39,40.63
1788046935,43.31,5.76,40.64
1788046940,42.89,6.13,40.64
1788046945,42.88,6.17,40.64
1788046950,42.73,6.27,40.64
1788046955,42.87,6.19,40.64
1788046960,42.72,6.30,40.64
1788046965,42.73,6.34,40.65
1788046970,42.73,6.25,40.65
1788046975,42.87,6.20,40.65
1788046980,42.73,6.27,40.65
1788046985,42.87,6.20,40.65
1788046990,42.72,6.32,40.65
1788046995,42.73,6.31,40.66
1788047000,42.73,6.33,40.66
1788047005,42.83,6.22,40.66
1788047010,42.70,6.28,40.66
1788047015,42.73,6.28,40.66
1788047021,42.72,6.30,40.66
1788047026,42.73,6.30,40.66
1788047031,42.70,6.30,40.66
1788047036,42.73,6.25,40.67
1788047041,42.70,6.25,40.67
1788047046,42.73,6.29,40.67
1788047051,42.85,6.18,40.67
1788047056,42.73,6.26,40.67
1788047061,42.83,6.19,40.67
1788047066,42.69,6.30,40.67
1788047071,42.73,6.32,40.67
1788047076,42.69,6.16,40.67
1788047081,42.68,6.25,40.68
1788047086,42.73,6.28,40.68
1788047091,42.73,5.89,41.21
1788047096,42.73,5.98,41.21
1788047101,42.73,6.38,41.91
1788047106,42.72,6.39,41.91
1788047111,42.72,6.39,41.91
1788047116,42.73,6.38,41.91
1788047121,42.69,6.38,41.91
1788047126,42.73,6.38,41.91
1788047131,42.73,6.40,41.91
1788047136,42.83,6.31,41.91
1788047141,42.68,6.39,41.92
1788047146,42.73,6.43,41.92
1788047151,42.87,6.33,41.92
1788047156,42.73,6.41,41.92
1788047161,42.87,6.36,41.92
1788047166,42.73,6.45,41.92
1788047171,42.73,6.47,41.92
1788047176,42.87,6.34,41.93
1788047181,42.73,6.47,41.93
1788047186,42.73,6.48,41.93
1788047191,42.73,6.45,41.93
1788047196,42.73,6.46,41.93
1788047201,42.73,6.44,41.93
1788047206,42.70,6.45,41.94
1788047211,42.69,6.46,41.94
1788047216,42.69,6.45,41.94
1788047221,42.70,6.45,41.94
1788047226,42.73,6.44,41.94
1788047231,42.70,6.45,41.94
1788047236,42.73,6.43,41.94
1788047242,42.85,6.39,41.94
1788047247,42.87,6.38,41.94
1788047252,42.73,6.49,41.95
1788047257,42.70,6.50,41.95
1788047262,42.73,6.52,41.95
1788047267,42.73,6.47,41.95
1788047272,42.72,6.50,41.95
1788047277,42.73,6.48,41.95
1788047282,42.70,6.50,41.95
1788047287,42.69,6.51,41.95
1788047292,42.73,6.45,41.95
1788047297,42.69,6.50,41.96
1788047302,42.73,6.52,41.96
1788047307,42.87,6.38,41.96
1788047312,42.70,6.44,41.96
1788047317,42.70,6.47,41.96
1788047322,42.73,6.46,41.96
1788047327,42.73,6.46,41.96
1788047332,42.70,6.46,41.96
1788047337,42.70,6.46,41.96
1788047342,42.73,6.45,41.97
1788047347,42.73,6.43,41.97
1788047352,42.69,6.45,41.97
1788047357,42.70,6.46,41.97
1788047362,42.70,6.42,41.97
1788047367,42.73,6.43,41.97
1788047372,42.87,6.33,41.97
1788047377,42.87,6.37,41.98
1788047382,42.87,6.38,41.98
1788047387,42.73,6.47,41.98
1788047392,42.87,6.39,41.98
1788047397,42.73,6.47,41.98
1788047402,42.82,6.50,41.98
1788047407,42.69,6.13,41.79
1788047412,42.84,5.86,41.50
1788047417,42.72,5.19,40.95
1788047422,42.81,5.00,40.70
