5.42.099.599 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.790 (> 0.100 thold), f_keep = 0.408
7.14.858.113 I slot print_timing: id  0 | task 1084 | n_gen =    100, tg =  16.07 t/s, tg_3s =  16.23 t/s
7.16.035.596 I slot print_timing: id  0 | task 1084 | prompt eval time =    6534.76 ms /  1493 tokens (    4.38 ms per token,   228.47 tokens per second)
7.16.035.598 I slot print_timing: id  0 | task 1084 |        eval time =    7338.74 ms /   119 tokens (   62.19 ms per token,    16.08 tokens per second)
7.16.035.598 I slot print_timing: id  0 | task 1084 |       total time =   13873.50 ms /  1612 tokens
7.16.035.599 I slot print_timing: id  0 | task 1084 |    graphs reused =       1025
7.16.035.601 I slot print_timing: id  0 | task 1084 | draft acceptance = 0.84091 (   74 accepted /    88 generated), mean len =  2.68
7.16.036.047 I slot      release: id  0 | task 1084 | stop processing: n_tokens = 20446, truncated = 0
7.16.096.144 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.994 (> 0.100 thold), f_keep = 0.994
7.16.096.955 I slot launch_slot_: id  0 | task 1132 | processing task, is_child = 0
7.24.386.228 I slot print_timing: id  0 | task 1132 | n_gen =    100, tg =  13.12 t/s, tg_3s =  13.25 t/s
7.27.437.880 I slot print_timing: id  0 | task 1132 | n_gen =    140, tg =  13.11 t/s, tg_3s =  13.11 t/s
7.30.461.945 I slot print_timing: id  0 | task 1132 | n_gen =    184, tg =  13.43 t/s, tg_3s =  14.55 t/s
7.33.485.285 I slot print_timing: id  0 | task 1132 | n_gen =    237, tg =  14.18 t/s, tg_3s =  17.53 t/s
7.36.513.622 I slot print_timing: id  0 | task 1132 | n_gen =    291, tg =  14.74 t/s, tg_3s =  17.83 t/s
7.38.532.723 I slot print_timing: id  0 | task 1132 | prompt eval time =     741.15 ms /   124 tokens (    5.98 ms per token,   167.31 tokens per second)
7.38.532.725 I slot print_timing: id  0 | task 1132 |        eval time =   21694.37 ms /   327 tokens (   66.55 ms per token,    15.03 tokens per second)
7.38.532.726 I slot print_timing: id  0 | task 1132 |       total time =   22435.52 ms /   451 tokens
7.38.532.726 I slot print_timing: id  0 | task 1132 |    graphs reused =       1151
7.38.532.728 I slot print_timing: id  0 | task 1132 | draft acceptance = 0.76357 (  197 accepted /   258 generated), mean len =  2.53
7.38.533.177 I slot      release: id  0 | task 1132 | stop processing: n_tokens = 20774, truncated = 0
7.38.592.969 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.835 (> 0.100 thold), f_keep = 0.984
7.38.593.791 I slot launch_slot_: id  0 | task 1264 | processing task, is_child = 0
7.47.469.806 I slot print_timing: id  0 | task 1264 | prompt processing, n_tokens =   2048, progress = 0.92, t =   6.48 s / 316.08 tokens per second
7.54.228.657 I slot print_timing: id  0 | task 1264 | prompt processing, n_tokens =   3536, progress = 0.98, t =  13.36 s / 264.73 tokens per second
7.56.585.537 I slot print_timing: id  0 | task 1264 | prompt processing, n_tokens =   4048, progress = 1.00, t =  15.72 s / 257.56 tokens per second
8.03.665.511 I slot print_timing: id  0 | task 1264 | n_gen =    102, tg =  14.76 t/s, tg_3s =  14.90 t/s
8.06.752.345 I slot print_timing: id  0 | task 1264 | n_gen =    154, tg =  15.41 t/s, tg_3s =  16.85 t/s
8.07.264.809 I slot print_timing: id  0 | task 1264 | prompt eval time =   18226.51 ms /  4052 tokens (    4.50 ms per token,   222.31 tokens per second)
8.07.264.811 I slot print_timing: id  0 | task 1264 |        eval time =   10444.25 ms /   163 tokens (   64.47 ms per token,    15.51 tokens per second)
8.07.264.811 I slot print_timing: id  0 | task 1264 |       total time =   28670.76 ms /  4215 tokens
8.07.264.812 I slot print_timing: id  0 | task 1264 |    graphs reused =       1210
8.07.264.814 I slot print_timing: id  0 | task 1264 | draft acceptance = 0.82787 (  101 accepted /   122 generated), mean len =  2.66
8.07.265.338 I slot      release: id  0 | task 1264 | stop processing: n_tokens = 24658, truncated = 0
8.07.320.269 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.980 (> 0.100 thold), f_keep = 0.993
8.07.321.093 I slot launch_slot_: id  0 | task 1330 | processing task, is_child = 0
8.15.924.347 I slot print_timing: id  0 | task 1330 | prompt eval time =    2593.13 ms /   512 tokens (    5.06 ms per token,   197.44 tokens per second)
8.15.924.358 I slot print_timing: id  0 | task 1330 |        eval time =    6009.86 ms /    94 tokens (   64.62 ms per token,    15.47 tokens per second)
8.15.924.361 I slot print_timing: id  0 | task 1330 |       total time =    8602.99 ms /   606 tokens
8.15.924.361 I slot print_timing: id  0 | task 1330 |    graphs reused =       1243
8.15.924.363 I slot print_timing: id  0 | task 1330 | draft acceptance = 0.84286 (   59 accepted /    70 generated), mean len =  2.69
8.15.924.892 I slot      release: id  0 | task 1330 | stop processing: n_tokens = 25098, truncated = 0
8.15.994.993 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.992 (> 0.100 thold), f_keep = 0.996
8.15.995.797 I slot launch_slot_: id  0 | task 1368 | processing task, is_child = 0
8.18.823.920 I slot print_timing: id  0 | task 1368 | prompt eval time =    1283.48 ms /   207 tokens (    6.20 ms per token,   161.28 tokens per second)
8.18.823.922 I slot print_timing: id  0 | task 1368 |        eval time =    1544.37 ms /    25 tokens (   64.35 ms per token,    15.54 tokens per second)
8.18.823.922 I slot print_timing: id  0 | task 1368 |       total time =    2827.85 ms /   232 tokens
8.18.823.923 I slot print_timing: id  0 | task 1368 |    graphs reused =       1251
8.18.823.925 I slot print_timing: id  0 | task 1368 | draft acceptance = 0.83333 (   15 accepted /    18 generated), mean len =  2.67
8.18.824.472 I slot      release: id  0 | task 1368 | stop processing: n_tokens = 25231, truncated = 0
