8.16.368.444 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 0.999
16.29.689.714 I slot print_timing: id  0 | task 350 | prompt processing, n_tokens =  61248, progress = 0.87, t = 475.43 s / 128.83 tokens per second
16.52.635.248 I slot print_timing: id  0 | task 350 | prompt processing, n_tokens =  63296, progress = 0.89, t = 498.21 s / 127.05 tokens per second
17.16.036.631 I slot print_timing: id  0 | task 350 | prompt processing, n_tokens =  65344, progress = 0.91, t = 521.51 s / 125.30 tokens per second
17.39.941.558 I slot print_timing: id  0 | task 350 | prompt processing, n_tokens =  67392, progress = 0.93, t = 545.26 s / 123.60 tokens per second
18.04.194.998 I slot print_timing: id  0 | task 350 | prompt processing, n_tokens =  69440, progress = 0.96, t = 569.43 s / 121.95 tokens per second
18.28.873.503 I slot print_timing: id  0 | task 350 | prompt processing, n_tokens =  71488, progress = 0.98, t = 593.98 s / 120.36 tokens per second
18.47.074.127 I slot print_timing: id  0 | task 350 | prompt processing, n_tokens =  72946, progress = 0.99, t = 613.04 s / 118.99 tokens per second
18.53.326.503 I slot print_timing: id  0 | task 350 | prompt processing, n_tokens =  73458, progress = 1.00, t = 619.26 s / 118.62 tokens per second
19.03.597.459 I slot print_timing: id  0 | task 350 | n_gen =    100, tg =  10.21 t/s, tg_3s =  10.31 t/s
19.04.914.241 I slot print_timing: id  0 | task 350 | prompt eval time =  625811.97 ms / 73462 tokens (    8.52 ms per token,   117.39 tokens per second)
19.04.914.244 I slot print_timing: id  0 | task 350 |        eval time =   11011.49 ms /   113 tokens (   98.32 ms per token,    10.17 tokens per second)
19.04.914.244 I slot print_timing: id  0 | task 350 |       total time =  636823.47 ms / 73575 tokens
19.04.914.244 I slot print_timing: id  0 | task 350 |    graphs reused =        339
19.04.914.247 I slot print_timing: id  0 | task 350 | draft acceptance = 0.84524 (   71 accepted /    84 generated), mean len =  2.69
19.04.915.321 I slot      release: id  0 | task 350 | stop processing: n_tokens = 91879, truncated = 0
19.05.002.724 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.833 (> 0.100 thold), f_keep = 0.999
19.05.003.539 I slot launch_slot_: id  0 | task 431 | processing task, is_child = 0
19.30.388.964 I slot print_timing: id  0 | task 431 | prompt processing, n_tokens =   2048, progress = 0.85, t =  18.30 s / 111.93 tokens per second
19.56.338.963 I slot print_timing: id  0 | task 431 | prompt processing, n_tokens =   4096, progress = 0.87, t =  44.21 s / 92.66 tokens per second
20.22.709.432 I slot print_timing: id  0 | task 431 | prompt processing, n_tokens =   6144, progress = 0.89, t =  70.43 s / 87.24 tokens per second
20.49.582.228 I slot print_timing: id  0 | task 431 | prompt processing, n_tokens =   8192, progress = 0.91, t =  97.18 s / 84.30 tokens per second
21.16.734.787 I slot print_timing: id  0 | task 431 | prompt processing, n_tokens =  10240, progress = 0.93, t = 124.26 s / 82.41 tokens per second
21.44.426.998 I slot print_timing: id  0 | task 431 | prompt processing, n_tokens =  12288, progress = 0.94, t = 151.77 s / 80.96 tokens per second
22.12.512.222 I slot print_timing: id  0 | task 431 | prompt processing, n_tokens =  14336, progress = 0.96, t = 179.75 s / 79.75 tokens per second
22.40.970.629 I slot print_timing: id  0 | task 431 | prompt processing, n_tokens =  16384, progress = 0.98, t = 208.11 s / 78.73 tokens per second
23.02.206.927 I slot print_timing: id  0 | task 431 | prompt processing, n_tokens =  17879, progress = 1.00, t = 230.05 s / 77.72 tokens per second
23.09.475.976 I slot print_timing: id  0 | task 431 | prompt processing, n_tokens =  18391, progress = 1.00, t = 237.56 s / 77.42 tokens per second
23.14.604.711 I slot print_timing: id  0 | task 431 | prompt eval time =  245136.05 ms / 18395 tokens (   13.33 ms per token,    75.04 tokens per second)
23.14.604.714 I slot print_timing: id  0 | task 431 |        eval time =    4464.88 ms /    37 tokens (  124.02 ms per token,     8.06 tokens per second)
23.14.604.714 I slot print_timing: id  0 | task 431 |       total time =  249600.93 ms / 18432 tokens
23.14.604.714 I slot print_timing: id  0 | task 431 |    graphs reused =        354
23.14.604.717 I slot print_timing: id  0 | task 431 | draft acceptance = 0.68750 (   22 accepted /    32 generated), mean len =  2.38
23.14.605.962 I slot      release: id  0 | task 431 | stop processing: n_tokens = 110195, truncated = 0
