15.04.493.927 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 0.999
27.27.722.051 I slot print_timing: id  0 | task 1340 | prompt processing, n_tokens =  12288, progress = 0.94, t = 142.92 s / 85.98 tokens per second
27.54.317.637 I slot print_timing: id  0 | task 1340 | prompt processing, n_tokens =  14336, progress = 0.96, t = 169.43 s / 84.61 tokens per second
28.21.392.361 I slot print_timing: id  0 | task 1340 | prompt processing, n_tokens =  16384, progress = 0.98, t = 196.37 s / 83.44 tokens per second
28.41.790.884 I slot print_timing: id  0 | task 1340 | prompt processing, n_tokens =  17902, progress = 1.00, t = 217.21 s / 82.42 tokens per second
28.48.753.314 I slot print_timing: id  0 | task 1340 | prompt processing, n_tokens =  18414, progress = 1.00, t = 224.58 s / 81.99 tokens per second
28.55.533.596 I slot print_timing: id  0 | task 1340 | prompt eval time =  231804.96 ms / 18418 tokens (   12.59 ms per token,    79.45 tokens per second)
28.55.533.598 I slot print_timing: id  0 | task 1340 |        eval time =    6163.51 ms /    57 tokens (  110.06 ms per token,     9.09 tokens per second)
28.55.533.598 I slot print_timing: id  0 | task 1340 |       total time =  237968.47 ms / 18475 tokens
28.55.533.599 I slot print_timing: id  0 | task 1340 |    graphs reused =       1194
28.55.533.601 I slot print_timing: id  0 | task 1340 | draft acceptance = 0.71739 (   33 accepted /    46 generated), mean len =  2.43
28.55.534.856 I slot      release: id  0 | task 1340 | stop processing: n_tokens = 110273, truncated = 0
