19.40.450.025 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
33.34.380.657 I slot print_timing: id  0 | task 314 | prompt processing, n_tokens =  93983, progress = 0.81, t = 812.63 s / 115.65 tokens per second
34.02.003.949 I slot print_timing: id  0 | task 314 | prompt processing, n_tokens =  96031, progress = 0.83, t = 840.14 s / 114.30 tokens per second
34.30.034.730 I slot print_timing: id  0 | task 314 | prompt processing, n_tokens =  98079, progress = 0.84, t = 868.02 s / 112.99 tokens per second
34.58.550.066 I slot print_timing: id  0 | task 314 | prompt processing, n_tokens = 100127, progress = 0.86, t = 896.44 s / 111.69 tokens per second
35.27.455.826 I slot print_timing: id  0 | task 314 | prompt processing, n_tokens = 102175, progress = 0.87, t = 925.22 s / 110.43 tokens per second
35.56.791.120 I slot print_timing: id  0 | task 314 | prompt processing, n_tokens = 104223, progress = 0.89, t = 954.43 s / 109.20 tokens per second
36.26.541.091 I slot print_timing: id  0 | task 314 | prompt processing, n_tokens = 106271, progress = 0.90, t = 984.07 s / 107.99 tokens per second
36.56.797.905 I slot print_timing: id  0 | task 314 | prompt processing, n_tokens = 108319, progress = 0.92, t = 1014.21 s / 106.80 tokens per second
37.27.413.489 I slot print_timing: id  0 | task 314 | prompt processing, n_tokens = 110367, progress = 0.93, t = 1044.73 s / 105.64 tokens per second
37.58.543.625 I slot print_timing: id  0 | task 314 | prompt processing, n_tokens = 112415, progress = 0.95, t = 1075.72 s / 104.50 tokens per second
38.30.083.552 I slot print_timing: id  0 | task 314 | prompt processing, n_tokens = 114463, progress = 0.96, t = 1107.11 s / 103.39 tokens per second
39.02.080.917 I slot print_timing: id  0 | task 314 | prompt processing, n_tokens = 116511, progress = 0.98, t = 1138.99 s / 102.29 tokens per second
39.34.486.526 I slot print_timing: id  0 | task 314 | prompt processing, n_tokens = 118559, progress = 0.99, t = 1171.24 s / 101.23 tokens per second
39.42.512.505 I slot print_timing: id  0 | task 314 | prompt processing, n_tokens = 119063, progress = 1.00, t = 1180.27 s / 100.88 tokens per second
39.50.754.617 I slot print_timing: id  0 | task 314 | prompt processing, n_tokens = 119575, progress = 1.00, t = 1188.73 s / 100.59 tokens per second
40.01.305.355 I slot print_timing: id  0 | task 314 | prompt eval time = 1197257.78 ms / 119579 tokens (   10.01 ms per token,    99.88 tokens per second)
40.01.305.357 I slot print_timing: id  0 | task 314 |        eval time =    9817.38 ms /    88 tokens (  112.84 ms per token,     8.86 tokens per second)
40.01.305.358 I slot print_timing: id  0 | task 314 |       total time = 1207075.16 ms / 119667 tokens
40.01.305.358 I slot print_timing: id  0 | task 314 |    graphs reused =        236
40.01.305.360 I slot print_timing: id  0 | task 314 | draft acceptance = 0.89062 (   57 accepted /    64 generated), mean len =  2.78
40.01.307.171 I slot      release: id  0 | task 314 | stop processing: n_tokens = 137972, truncated = 0
40.01.441.594 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.880 (> 0.100 thold), f_keep = 0.999
40.01.442.495 I slot launch_slot_: id  0 | task 408 | processing task, is_child = 0
40.34.086.059 I slot print_timing: id  0 | task 408 | prompt processing, n_tokens =   2048, progress = 0.89, t =  23.45 s / 87.32 tokens per second
41.07.727.775 I slot print_timing: id  0 | task 408 | prompt processing, n_tokens =   4096, progress = 0.91, t =  56.97 s / 71.89 tokens per second
41.41.477.203 I slot print_timing: id  0 | task 408 | prompt processing, n_tokens =   6144, progress = 0.92, t =  90.70 s / 67.74 tokens per second
42.15.787.537 I slot print_timing: id  0 | task 408 | prompt processing, n_tokens =   8192, progress = 0.93, t = 124.85 s / 65.62 tokens per second
42.50.503.628 I slot print_timing: id  0 | task 408 | prompt processing, n_tokens =  10240, progress = 0.95, t = 159.42 s / 64.23 tokens per second
43.25.722.789 I slot print_timing: id  0 | task 408 | prompt processing, n_tokens =  12288, progress = 0.96, t = 194.52 s / 63.17 tokens per second
44.01.308.086 I slot print_timing: id  0 | task 408 | prompt processing, n_tokens =  14336, progress = 0.97, t = 230.02 s / 62.32 tokens per second
44.37.388.705 I slot print_timing: id  0 | task 408 | prompt processing, n_tokens =  16384, progress = 0.99, t = 265.92 s / 61.61 tokens per second
45.10.413.853 I slot print_timing: id  0 | task 408 | prompt processing, n_tokens =  18212, progress = 1.00, t = 302.33 s / 60.24 tokens per second
45.19.408.686 I slot print_timing: id  0 | task 408 | prompt processing, n_tokens =  18724, progress = 1.00, t = 309.28 s / 60.54 tokens per second
45.26.188.419 I slot print_timing: id  0 | task 408 | prompt eval time =  318812.06 ms / 18728 tokens (   17.02 ms per token,    58.74 tokens per second)
45.26.188.432 I slot print_timing: id  0 | task 408 |        eval time =    5933.60 ms /    44 tokens (  137.99 ms per token,     7.25 tokens per second)
45.26.188.433 I slot print_timing: id  0 | task 408 |       total time =  324745.65 ms / 18772 tokens
45.26.188.434 I slot print_timing: id  0 | task 408 |    graphs reused =        253
45.26.188.435 I slot print_timing: id  0 | task 408 | draft acceptance = 0.69444 (   25 accepted /    36 generated), mean len =  2.39
45.26.190.381 I slot      release: id  0 | task 408 | stop processing: n_tokens = 156650, truncated = 0
