ts,wired_gb,free_gb,rss_gb
1788038782,39.69,10.77,47.58
1788038787,39.64,10.77,47.58
1788038792,39.60,10.78,47.58
1788038797,39.60,14.66,42.49
1788038802,39.60,14.64,42.51
1788038808,39.60,14.63,42.51
1788038813,39.60,14.63,42.51
1788038818,39.68,14.63,42.51
1788038823,39.60,14.64,42.51
1788038828,39.60,14.64,42.51
1788038833,39.60,14.64,42.51
1788038838,39.60,14.64,42.51
1788038843,39.61,14.63,42.51
1788038848,39.61,14.62,42.51
1788038853,39.61,14.62,42.51
1788038858,39.61,14.62,42.51
1788038863,39.60,14.62,42.51
1788038868,39.61,14.62,42.51
1788038873,39.60,14.62,42.51
1788038878,39.61,14.62,42.51
1788038883,39.61,14.62,42.51
1788038888,39.61,14.61,42.51
1788038893,39.61,14.61,42.51
1788038898,39.61,14.61,42.51
1788038903,39.61,14.57,42.51
1788038908,39.61,14.57,42.51
1788038913,39.61,14.57,42.51
1788038918,39.61,14.57,42.51
1788038923,39.61,14.57,42.51
1788038928,39.61,14.57,42.51
1788038933,39.61,14.57,42.51
1788038938,39.61,14.58,42.51
1788038943,39.61,14.57,42.51
1788038948,39.61,14.57,42.51
1788038953,39.61,14.57,42.51
1788038958,39.61,14.57,42.51
1788038963,39.61,14.57,42.51
1788038968,39.65,14.57,42.51
1788038973,39.61,14.57,42.51
1788038978,39.61,14.57,42.51
1788038983,39.61,14.57,42.51
1788038988,39.61,14.57,42.51
1788038993,39.62,14.56,42.51
1788038998,39.61,14.56,42.51
1788039003,39.61,14.56,42.51
1788039008,39.61,14.56,42.51
1788039013,39.61,14.56,42.51
1788039018,39.61,14.56,42.51
1788039023,39.61,14.31,42.77
1788039028,39.61,14.31,42.77
1788039033,39.61,14.31,42.77
1788039038,39.61,14.31,42.77
1788039044,39.66,14.32,42.77
1788039049,39.61,14.31,42.78
1788039054,39.61,14.31,42.78
1788039059,39.61,14.31,42.78
1788039064,39.61,14.30,42.78
1788039069,39.61,14.30,42.78
1788039074,39.61,14.31,42.78
1788039079,39.61,14.30,42.79
1788039084,39.62,14.29,42.79
1788039089,39.61,14.29,42.79
1788039094,39.61,14.29,42.79
1788039099,39.61,14.29,42.80
1788039104,39.61,14.29,42.80
1788039109,39.67,14.28,42.80
1788039114,39.63,14.28,42.80
1788039119,39.69,14.27,42.81
1788039124,39.65,14.27,42.81
1788039129,39.65,14.27,42.81
1788039134,39.65,14.27,42.81
1788039139,39.65,14.26,42.81
1788039144,39.65,14.26,42.82
1788039149,39.71,14.26,42.82
1788039154,39.71,14.26,42.82
1788039159,39.61,14.26,42.82
1788039164,39.61,14.26,42.82
1788039169,39.61,14.26,42.82
1788039174,39.61,14.26,42.82
1788039179,39.63,14.28,42.83
1788039184,39.65,14.27,42.83
1788039189,39.70,14.26,42.83
1788039194,39.65,14.26,42.83
1788039199,39.61,14.27,42.83
1788039204,39.61,14.26,42.84
1788039209,39.61,14.27,42.84
1788039214,39.61,14.26,42.84
1788039219,39.63,14.22,42.84
1788039224,39.61,14.25,42.85
1788039229,39.61,14.25,42.85
1788039234,39.61,14.26,42.85
1788039239,39.61,14.25,42.85
1788039244,39.61,14.25,42.85
1788039249,39.61,14.25,42.86
1788039254,39.61,14.25,42.86
1788039259,39.61,14.25,42.86
1788039264,39.71,14.24,42.86
1788039269,39.62,14.24,42.86
1788039275,39.67,14.24,42.86
1788039280,39.68,13.73,42.86
1788039285,39.68,13.59,42.86
1788039290,39.69,13.09,43.36
1788039295,39.68,12.59,43.87
1788039300,39.74,12.57,43.87
1788039305,39.68,12.57,43.87
1788039310,39.69,12.56,43.87
1788039315,39.68,12.68,43.87
1788039320,39.68,12.68,43.87
1788039325,39.76,12.68,43.88
1788039330,39.69,12.68,43.88
1788039335,39.68,12.68,43.88
1788039340,39.69,12.68,43.88
1788039345,39.68,12.68,43.88
1788039350,39.68,12.67,43.88
1788039355,39.69,12.67,43.89
1788039360,39.70,12.68,43.89
1788039365,39.68,12.68,43.89
1788039370,39.68,12.68,43.89
1788039375,39.68,12.68,43.89
1788039380,39.69,12.66,43.90
1788039385,39.69,12.67,43.90
1788039390,39.68,12.67,43.90
1788039395,39.68,12.67,43.90
1788039400,39.68,12.67,43.90
1788039405,39.69,12.67,43.90
1788039410,39.68,12.67,43.90
1788039415,39.68,12.67,43.91
1788039420,39.70,12.67,43.91
1788039425,39.68,12.67,43.91
1788039430,39.69,12.64,43.91
1788039435,39.69,12.63,43.91
1788039440,39.68,12.64,43.91
1788039445,39.68,12.64,43.91
1788039450,39.69,12.64,43.92
1788039455,39.67,12.64,43.92
1788039460,39.68,12.64,43.92
1788039465,39.68,12.64,43.92
1788039470,39.68,12.64,43.92
1788039475,39.73,12.63,43.92
1788039480,39.70,12.63,43.92
1788039485,39.73,12.63,43.93
1788039490,39.69,12.63,43.93
1788039495,39.69,12.63,43.93
1788039500,39.77,12.63,43.93
1788039506,39.69,12.63,43.93
1788039511,39.72,12.63,43.94
1788039516,39.72,12.63,43.94
1788039521,39.76,12.63,43.94
1788039526,39.76,12.62,43.94
1788039531,39.72,12.21,44.36
1788039536,39.72,12.21,44.36
1788039541,39.73,11.68,44.93
1788039546,39.63,11.75,44.93
1788039551,39.63,11.78,44.93
1788039556,39.60,11.80,44.93
1788039561,39.60,11.80,44.93
1788039566,39.65,11.77,44.93
1788039571,39.60,11.77,44.93
1788039576,39.60,11.77,44.93
1788039581,39.60,11.77,44.93
1788039586,39.60,11.78,44.93
1788039591,39.64,11.77,44.93
1788039596,39.60,11.77,44.93
1788039601,39.61,11.77,44.93
1788039606,39.60,11.77,44.93
1788039611,39.60,11.77,44.93
1788039616,39.60,11.77,44.93
1788039621,39.60,11.77,44.93
1788039626,39.60,11.76,44.93
1788039631,39.60,11.76,44.93
1788039636,39.59,11.77,44.93
1788039641,39.59,11.77,44.93
1788039646,39.59,11.76,44.93
1788039651,39.60,11.77,44.93
1788039656,39.59,11.77,44.93
1788039662,39.61,11.77,44.93
1788039667,39.59,11.77,44.93
1788039672,39.60,11.77,44.93
1788039677,39.59,11.77,44.93
1788039682,39.59,11.77,44.93
1788039687,39.59,11.77,44.93
1788039692,39.59,11.77,44.93
1788039697,39.59,11.77,44.93
1788039702,39.59,11.77,44.93
1788039707,39.59,11.77,44.93
1788039712,39.59,11.77,44.93
1788039717,39.63,11.76,44.93
1788039722,39.63,11.76,44.93
1788039727,39.63,11.76,44.93
1788039732,39.63,11.77,44.93
1788039737,39.63,11.77,44.93
1788039742,39.63,11.77,44.93
1788039747,39.63,11.77,44.93
1788039752,39.59,11.77,44.93
1788039757,39.59,11.77,44.93
1788039762,39.65,11.77,44.93
1788039767,39.59,11.77,44.93
1788039772,39.59,11.77,44.93
1788039777,39.59,11.78,44.93
1788039782,39.59,11.77,44.93
1788039787,39.59,11.77,44.93
1788039792,39.59,11.77,44.93
1788039797,39.59,11.77,44.93
1788039803,39.59,11.78,44.93
1788039808,39.59,11.78,44.93
1788039813,3.77,11.82,44.93
1788039818,3.77,11.88,44.93
1788039823,3.77,12.37,44.93
1788039828,3.77,12.45,44.93
1788039833,3.77,12.67,44.93
1788039838,3.81,12.83,44.93
1788039843,3.77,13.14,44.93
1788039848,3.77,13.23,44.93
1788039853,3.77,13.43,44.93
1788039858,3.77,13.61,44.93
1788039863,3.77,13.82,44.93
1788039868,3.77,13.88,44.93
1788039873,3.77,14.11,44.93
1788039878,3.77,14.21,44.93
1788039883,3.77,14.45,44.93
1788039888,3.77,14.61,44.93
1788039893,3.81,14.99,44.93
1788039898,3.77,15.08,44.93
1788039903,3.77,15.30,44.93
1788039908,3.81,15.42,44.93
1788039913,3.81,15.75,44.93
1788039918,3.81,15.79,44.93
1788039923,3.81,16.04,44.93
1788039928,3.81,16.09,44.93
1788039933,3.86,16.39,44.93
1788039939,3.81,16.43,44.93
1788039944,3.81,16.62,44.93
1788039949,3.81,16.69,44.93
1788039954,3.77,16.90,44.93
1788039959,3.83,17.11,44.93
1788039964,3.77,17.34,44.93
1788039969,3.77,17.44,44.93
1788039974,3.77,17.68,44.93
1788039979,3.77,17.81,44.93
1788039984,3.81,18.12,44.93
1788039989,3.77,18.18,44.93
1788039994,3.78,18.62,44.93
1788039999,3.77,18.72,44.93
1788040004,3.77,18.95,44.93
1788040009,3.77,19.22,44.93
1788040014,3.77,19.46,44.93
1788040019,3.77,19.59,44.93
1788040024,3.77,19.92,44.93
1788040029,3.77,20.00,44.93
1788040034,3.77,20.34,44.93
1788040039,3.77,20.42,44.93
1788040044,3.77,20.63,44.93
1788040049,3.77,20.71,44.93
1788040054,3.77,20.85,44.93
1788040059,3.81,21.13,44.93
1788040064,3.77,21.26,44.93
1788040069,3.77,21.44,44.93
1788040075,3.77,21.60,44.93
1788040080,3.78,21.73,44.93
1788040085,3.77,22.03,44.93
1788040090,3.77,22.23,44.93
1788040095,3.77,22.45,44.93
1788040100,3.81,22.59,44.93
1788040105,3.81,22.78,44.93
1788040110,3.77,22.91,44.93
1788040115,3.77,23.12,44.93
1788040120,3.79,23.28,44.93
1788040125,3.77,23.76,44.93
1788040130,3.82,23.94,44.93
1788040135,3.77,24.19,44.93
1788040140,3.78,24.38,44.93
1788040145,3.77,24.63,44.93
1788040150,3.77,24.71,44.93
1788040155,3.77,24.97,44.93
1788040160,3.78,25.25,44.93
1788040165,3.78,25.53,44.93
1788040170,3.78,25.75,44.93
1788040175,3.78,25.98,44.93
1788040180,3.77,26.37,44.93
1788040185,3.77,26.63,44.93
1788040190,3.77,26.73,44.93
1788040195,3.77,26.96,44.93
1788040200,3.79,27.10,44.93
1788040205,3.77,27.33,44.93
1788040210,3.77,27.39,44.93
1788040215,3.77,27.71,44.93
1788040221,3.77,27.88,44.93
1788040226,3.77,28.11,44.93
1788040231,3.77,28.28,44.93
1788040236,3.77,28.41,44.93
1788040241,3.77,28.51,44.93
1788040246,3.77,28.66,44.93
1788040251,3.77,28.74,44.93
1788040256,3.77,29.01,44.93
1788040261,3.78,29.20,44.93
1788040266,3.77,29.34,44.93
1788040271,3.77,29.47,44.93
1788040276,3.77,29.67,44.93
1788040281,3.77,29.65,44.93
1788040286,3.77,29.66,44.93
1788040291,3.81,29.65,44.93
1788040296,3.81,29.65,44.93
1788040301,3.86,29.62,44.93
1788040306,3.77,29.65,44.93
1788040311,3.77,29.65,44.93
1788040316,3.77,29.65,44.93
1788040321,3.78,29.64,44.93
1788040326,3.77,29.65,44.93
1788040331,3.77,29.62,44.93
1788040336,3.77,29.65,44.93
1788040341,3.77,29.65,44.93
1788040346,3.77,29.65,44.93
1788040351,3.82,29.64,44.93
1788040356,3.77,29.64,44.93
1788040362,3.77,29.65,44.93
1788040367,3.77,29.65,44.93
1788040372,3.77,29.64,44.93
1788040377,3.81,29.62,44.93
1788040382,3.78,29.64,44.93
1788040387,3.77,29.65,44.93
1788040392,3.77,29.65,44.93
1788040397,3.77,29.65,44.93
1788040402,3.77,29.65,44.93
1788040407,3.77,29.64,44.93
1788040412,3.77,29.65,44.93
1788040417,3.77,29.65,44.93
1788040422,3.77,29.63,44.93
1788040427,3.81,29.62,44.93
1788040432,3.77,29.65,44.93
1788040437,3.77,29.65,44.93
1788040442,3.77,29.63,44.93
1788040447,3.77,29.66,44.93
1788040452,3.60,29.71,44.93
1788040457,3.60,29.73,44.93
1788040462,3.77,29.66,44.93
1788040467,3.77,29.66,44.93
1788040472,3.77,29.66,44.93
1788040477,3.81,29.63,44.93
1788040482,3.81,29.64,44.93
1788040487,3.81,29.65,44.93
1788040492,3.81,29.64,44.93
1788040498,3.77,29.65,44.93
1788040503,3.77,29.63,44.93
1788040508,3.77,29.64,44.93
1788040513,3.77,29.65,44.93
1788040518,3.77,29.62,44.93
1788040523,3.82,29.61,44.93
1788040528,3.76,29.57,44.93
1788040533,3.76,29.60,44.93
1788040538,3.76,29.62,44.93
1788040543,3.77,29.62,44.93
1788040548,3.82,29.57,44.93
1788040553,3.76,29.58,44.93
1788040558,3.76,29.59,44.93
1788040563,3.77,29.58,44.93
1788040568,3.76,29.58,44.93
1788040573,3.77,29.58,44.93
1788040578,3.76,29.58,44.93
1788040583,3.76,29.58,44.93
1788040588,3.76,29.59,44.93
1788040593,3.76,29.59,44.93
1788040598,3.81,29.58,44.93
1788040603,3.76,29.58,44.93
1788040608,3.76,29.59,44.93
1788040613,3.76,29.60,44.93
1788040618,3.76,29.59,44.93
1788040623,3.80,29.58,44.93
1788040628,3.76,29.58,44.93
1788040633,3.76,29.59,44.93
1788040639,3.76,29.59,44.93
1788040644,3.76,29.59,44.93
1788040649,3.80,29.57,44.93
1788040654,3.76,29.57,44.93
1788040659,3.76,29.58,44.93
1788040664,3.80,29.57,44.93
1788040669,3.80,29.57,44.93
1788040674,3.80,29.57,44.93
1788040679,3.80,29.57,44.93
1788040684,3.80,29.57,44.93
1788040689,3.76,29.57,44.93
1788040694,3.76,29.58,44.93
1788040699,3.76,29.57,44.93
1788040704,3.76,29.57,44.93
1788040709,3.76,29.57,44.93
1788040714,3.76,29.57,44.93
1788040719,3.76,29.57,44.93
1788040724,3.76,29.57,44.93
1788040729,3.76,29.57,44.93
1788040734,3.76,29.58,44.93
1788040739,3.76,29.58,44.93
1788040744,3.76,29.57,44.93
1788040749,3.76,29.57,44.93
1788040754,3.76,29.58,44.93
1788040759,3.76,29.58,44.93
1788040764,3.76,29.58,44.93
1788040769,3.81,29.57,44.93
1788040774,3.76,29.57,44.93
1788040780,3.76,29.57,44.93
1788040785,3.76,29.58,44.93
1788040790,3.76,29.58,44.93
1788040795,3.81,29.57,44.93
1788040800,3.78,29.57,44.93
1788040805,3.76,29.57,44.93
1788040810,3.76,29.57,44.93
1788040815,3.76,29.57,44.93
1788040820,3.76,29.57,44.93
1788040825,3.76,29.57,44.93
1788040830,3.76,29.58,44.93
1788040835,3.76,29.58,44.93
1788040840,3.76,29.58,44.93
1788040845,3.81,29.57,44.93
1788040850,3.76,29.57,44.93
1788040855,3.80,29.57,44.93
1788040860,3.81,29.57,44.93
1788040865,3.80,29.57,44.93
1788040870,3.80,29.57,44.93
1788040875,3.80,29.58,44.93
1788040880,3.80,29.57,44.93
1788040885,3.76,29.57,44.93
1788040890,3.76,29.58,44.93
1788040895,3.76,29.57,44.93
1788040900,3.76,29.58,44.93
1788040905,3.76,29.58,44.93
1788040910,3.76,29.58,44.93
1788040915,3.76,29.58,44.93
1788040921,3.78,29.57,44.93
1788040926,3.76,29.57,44.93
1788040931,3.76,29.57,44.93
1788040936,3.76,29.57,44.93
1788040941,3.76,29.58,44.93
1788040946,3.76,29.57,44.93
1788040951,3.76,29.58,44.93
1788040956,3.76,29.58,44.93
1788040961,3.76,29.58,44.93
1788040966,3.76,29.58,44.93
1788040971,3.76,29.58,44.93
1788040976,3.76,29.58,44.93
1788040981,3.77,29.58,44.93
1788040986,3.76,29.58,44.93
1788040991,3.76,29.58,44.93
1788040996,3.76,29.58,44.93
1788041001,3.76,29.58,44.93
1788041006,3.76,29.58,44.93
1788041011,3.76,29.59,44.93
1788041016,3.81,29.58,44.93
1788041021,3.79,29.59,44.93
1788041026,3.76,29.59,44.93
1788041031,3.76,29.59,44.93
1788041036,3.76,29.59,44.93
1788041041,3.81,29.57,44.93
1788041046,3.79,29.58,44.93
1788041051,3.79,29.58,44.93
1788041056,3.79,29.59,44.93
1788041061,3.76,29.59,44.93
1788041067,3.84,29.58,44.93
1788041072,3.79,29.58,44.93
1788041077,3.79,29.59,44.93
1788041082,3.76,29.59,44.93
1788041087,3.76,29.59,44.93
1788041092,3.76,29.58,44.93
1788041097,3.76,29.58,44.93
1788041102,3.77,29.58,44.93
1788041107,3.76,29.58,44.93
1788041112,3.76,29.58,44.93
1788041117,3.76,29.58,44.93
1788041122,3.76,29.62,44.93
1788041127,3.78,29.28,44.93
1788041132,3.78,29.23,44.93
1788041137,3.76,29.60,44.93
1788041142,3.76,29.60,44.93
1788041147,3.76,29.60,44.93
1788041152,3.76,29.60,44.93
1788041157,3.76,29.60,44.93
1788041162,3.76,29.58,44.93
1788041167,3.76,29.55,44.93
1788041172,3.76,29.55,44.93
1788041177,3.76,29.55,44.93
1788041182,3.76,29.60,44.93
1788041187,3.81,29.54,44.93
1788041192,3.76,29.55,44.93
1788041197,3.79,29.54,44.93
1788041202,3.76,29.56,44.93
1788041208,39.67,11.38,45.15
1788041213,39.67,11.37,45.15
1788041218,39.67,11.39,45.15
1788041223,39.67,11.42,45.15
1788041228,39.67,11.37,45.15
1788041233,39.67,11.38,45.15
1788041238,39.66,11.38,45.15
1788041243,39.67,11.37,45.15
1788041248,39.71,11.40,45.15
1788041253,39.77,11.40,45.15
1788041258,39.70,11.35,45.15
1788041263,39.51,11.42,45.15
1788041268,39.67,11.26,45.15
1788041273,39.71,11.27,45.15
1788041278,39.72,11.26,45.15
1788041283,39.94,11.02,45.15
1788041288,39.85,10.56,45.15
1788041293,39.96,10.77,45.15
1788041298,39.47,11.04,45.15
1788041303,39.89,10.78,45.15
1788041308,39.89,10.79,45.15
1788041313,39.80,10.84,45.15
1788041318,39.79,10.90,45.15
1788041323,39.79,11.17,45.15
1788041328,39.88,11.11,45.15
1788041333,39.92,11.36,45.15
1788041338,39.87,11.39,45.15
1788041343,39.87,11.37,45.15
1788041348,39.91,11.36,45.15
1788041353,39.87,11.37,45.15
1788041358,39.92,11.37,45.15
1788041363,39.45,11.59,45.15
1788041368,39.42,11.66,45.15
1788041373,39.43,11.65,45.15
1788041378,39.43,11.64,45.15
1788041383,39.71,11.45,45.15
1788041388,39.45,11.68,45.15
1788041393,40.34,10.55,45.15
1788041398,40.13,10.72,45.15
1788041403,39.77,10.92,45.15
1788041408,39.72,11.02,45.15
1788041413,39.69,10.90,45.15
1788041418,39.69,10.88,45.15
1788041423,39.96,10.87,45.15
1788041428,39.76,10.95,45.15
1788041433,40.09,10.80,45.15
1788041438,40.06,10.86,45.15
1788041443,40.08,10.96,45.15
1788041448,40.32,10.66,45.15
1788041453,39.75,11.06,45.15
1788041458,39.74,11.05,45.15
1788041463,39.89,11.04,45.15
1788041469,39.59,11.14,45.15
1788041474,39.89,11.02,45.15
1788041479,39.47,11.27,45.15
1788041484,40.03,11.34,45.15
1788041489,40.10,10.95,45.15
1788041494,40.12,10.72,45.15
1788041499,40.04,10.70,45.15
1788041504,39.77,10.90,45.15
1788041509,39.97,10.79,45.15
1788041514,40.06,10.87,45.15
1788041519,40.16,10.82,45.44
1788041524,39.71,11.04,45.44
1788041529,39.71,11.14,45.44
1788041534,39.67,11.19,45.44
1788041539,39.71,11.19,45.44
1788041544,39.71,11.23,45.44
1788041549,39.70,11.27,45.44
1788041554,39.85,11.17,45.44
1788041559,39.66,11.28,45.44
1788041564,39.80,11.24,45.44
1788041569,39.82,11.22,45.44
1788041574,39.84,11.19,45.44
1788041579,39.88,11.21,45.44
1788041584,39.88,11.19,45.44
1788041589,39.86,11.20,45.44
1788041594,39.90,11.22,45.44
1788041599,39.96,11.19,45.44
1788041604,39.88,11.20,45.44
1788041609,39.86,11.20,45.44
1788041614,39.70,11.28,45.44
1788041619,39.84,11.27,45.44
1788041624,39.46,11.44,45.44
1788041629,39.46,11.52,45.44
1788041634,39.70,11.33,45.44
1788041639,39.74,11.32,45.44
1788041644,39.74,11.49,45.44
1788041649,39.70,11.50,45.44
1788041654,39.77,11.45,45.44
1788041659,39.72,11.48,45.44
1788041664,39.77,11.42,45.44
1788041669,39.89,11.36,45.44
1788041674,39.90,11.36,45.44
1788041679,39.91,11.13,45.44
1788041684,39.87,10.75,45.44
1788041689,39.89,10.58,45.44
1788041694,39.85,10.73,45.44
1788041699,39.93,10.78,45.44
1788041704,39.72,10.93,45.44
1788041709,39.72,10.81,45.35
1788041714,39.72,10.84,45.35
1788041719,39.94,10.22,45.21
1788041725,39.89,7.37,40.98
1788041730,39.95,7.36,40.22
1788041735,39.85,7.52,40.22
1788041740,39.93,7.62,40.22
1788041745,39.72,7.91,40.22
1788041750,39.72,7.96,40.22
1788041755,39.83,8.05,40.22
1788041760,39.75,6.90,39.00
1788041765,39.45,7.25,39.00
1788041770,39.74,7.38,39.00
1788041775,39.76,7.53,39.00
1788041780,39.73,7.64,37.91
1788041785,39.75,7.35,37.91
1788041790,39.89,7.03,37.91
1788041795,39.75,6.35,37.91
1788041800,39.79,6.09,37.91
1788041805,40.05,6.10,37.92
1788041810,39.76,6.08,37.92
1788041815,39.78,5.85,37.92
1788041820,39.72,5.94,38.17
1788041825,39.79,6.06,38.17
1788041830,39.80,6.14,38.17
1788041835,39.73,6.18,38.17
1788041840,39.73,6.17,38.17
1788041845,39.86,6.16,38.17
1788041850,39.89,6.17,38.17
1788041855,39.93,6.33,38.17
1788041860,39.97,6.20,38.18
1788041865,39.87,6.17,38.18
1788041870,39.91,6.11,38.18
1788041875,39.87,6.14,38.18
1788041880,39.92,6.20,38.18
1788041885,39.87,6.43,38.18
1788041890,39.88,6.54,38.18
1788041895,39.83,6.32,38.18
1788041900,39.90,6.16,38.19
1788041905,39.86,6.15,38.19
1788041910,39.90,6.16,38.19
1788041915,39.87,6.22,38.19
1788041920,39.82,6.33,38.19
1788041925,39.91,6.31,38.19
1788041931,39.83,6.37,38.19
1788041936,39.91,6.38,38.19
1788041941,39.91,6.38,38.20
1788041946,39.91,6.44,38.20
1788041951,39.85,6.18,38.20
1788041956,40.29,5.95,36.95
