5.45.812.100 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.790 (> 0.100 thold), f_keep = 0.411
6.51.028.633 I slot      release: id  0 | task 1121 | stop processing: n_tokens = 18761, truncated = 0
6.51.099.743 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.991 (> 0.100 thold), f_keep = 0.995
6.51.100.628 I slot launch_slot_: id  0 | task 1165 | processing task, is_child = 0
6.57.153.970 I slot print_timing: id  0 | task 1165 | n_gen =    100, tg =  19.79 t/s, tg_3s =  19.99 t/s
6.58.921.472 I slot print_timing: id  0 | task 1165 | prompt eval time =    1051.69 ms /   175 tokens (    6.01 ms per token,   166.40 tokens per second)
6.58.921.474 I slot print_timing: id  0 | task 1165 |        eval time =    6768.90 ms /   134 tokens (   50.89 ms per token,    19.65 tokens per second)
6.58.921.475 I slot print_timing: id  0 | task 1165 |       total time =    7820.59 ms /   309 tokens
6.58.921.475 I slot print_timing: id  0 | task 1165 |    graphs reused =       1109
6.58.921.477 I slot print_timing: id  0 | task 1165 | draft acceptance = 0.94565 (   87 accepted /    92 generated), mean len =  2.89
6.58.921.908 I slot      release: id  0 | task 1165 | stop processing: n_tokens = 18972, truncated = 0
6.59.170.903 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.993 (> 0.100 thold), f_keep = 0.993
6.59.171.730 I slot launch_slot_: id  0 | task 1214 | processing task, is_child = 0
7.05.318.918 I slot print_timing: id  0 | task 1214 | n_gen =    100, tg =  19.20 t/s, tg_3s =  19.40 t/s
7.06.219.101 I slot print_timing: id  0 | task 1214 | prompt eval time =     991.62 ms /   144 tokens (    6.89 ms per token,   145.22 tokens per second)
7.06.219.103 I slot print_timing: id  0 | task 1214 |        eval time =    6055.48 ms /   116 tokens (   52.66 ms per token,    18.99 tokens per second)
7.06.219.104 I slot print_timing: id  0 | task 1214 |       total time =    7047.11 ms /   260 tokens
7.06.219.104 I slot print_timing: id  0 | task 1214 |    graphs reused =       1149
7.06.219.106 I slot print_timing: id  0 | task 1214 | draft acceptance = 0.92683 (   76 accepted /    82 generated), mean len =  2.85
7.06.219.523 I slot      release: id  0 | task 1214 | stop processing: n_tokens = 19096, truncated = 0
7.06.272.389 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.931 (> 0.100 thold), f_keep = 0.994
7.06.273.193 I slot launch_slot_: id  0 | task 1258 | processing task, is_child = 0
7.12.159.022 I slot print_timing: id  0 | task 1258 | prompt processing, n_tokens =   1413, progress = 1.00, t =   3.89 s / 363.35 tokens per second
7.18.179.164 I slot print_timing: id  0 | task 1258 | n_gen =    100, tg =  17.05 t/s, tg_3s =  17.22 t/s
7.21.298.423 I slot print_timing: id  0 | task 1258 | prompt eval time =    6097.58 ms /  1417 tokens (    4.30 ms per token,   232.39 tokens per second)
7.21.298.425 I slot print_timing: id  0 | task 1258 |        eval time =    8927.40 ms /   158 tokens (   56.86 ms per token,    17.59 tokens per second)
7.21.298.426 I slot print_timing: id  0 | task 1258 |       total time =   15024.98 ms /  1575 tokens
7.21.298.426 I slot print_timing: id  0 | task 1258 |    graphs reused =       1207
7.21.298.428 I slot print_timing: id  0 | task 1258 | draft acceptance = 0.81667 (   98 accepted /   120 generated), mean len =  2.63
7.21.298.875 I slot      release: id  0 | task 1258 | stop processing: n_tokens = 20550, truncated = 0
7.21.380.669 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.993 (> 0.100 thold), f_keep = 0.992
7.21.381.491 I slot launch_slot_: id  0 | task 1322 | processing task, is_child = 0
7.28.802.816 I slot print_timing: id  0 | task 1322 | n_gen =    102, tg =  15.80 t/s, tg_3s =  15.95 t/s
7.31.926.434 I slot print_timing: id  0 | task 1322 | n_gen =    162, tg =  16.92 t/s, tg_3s =  19.21 t/s
7.35.053.233 I slot print_timing: id  0 | task 1322 | n_gen =    224, tg =  17.64 t/s, tg_3s =  19.83 t/s
7.37.733.788 I slot print_timing: id  0 | task 1322 | prompt eval time =    1026.65 ms /   150 tokens (    6.84 ms per token,   146.11 tokens per second)
7.37.733.790 I slot print_timing: id  0 | task 1322 |        eval time =   15325.39 ms /   278 tokens (   55.33 ms per token,    18.07 tokens per second)
7.37.733.790 I slot print_timing: id  0 | task 1322 |       total time =   16352.04 ms /   428 tokens
7.37.733.791 I slot print_timing: id  0 | task 1322 |    graphs reused =       1308
7.37.733.793 I slot print_timing: id  0 | task 1322 | draft acceptance = 0.84466 (  174 accepted /   206 generated), mean len =  2.69
7.37.734.247 I slot      release: id  0 | task 1322 | stop processing: n_tokens = 20815, truncated = 0
7.37.805.769 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.978 (> 0.100 thold), f_keep = 0.987
7.37.806.597 I slot launch_slot_: id  0 | task 1428 | processing task, is_child = 0
7.43.440.808 I slot print_timing: id  0 | task 1428 | prompt eval time =    2188.19 ms /   469 tokens (    4.67 ms per token,   214.33 tokens per second)
7.43.440.810 I slot print_timing: id  0 | task 1428 |        eval time =    3445.77 ms /    67 tokens (   52.21 ms per token,    19.15 tokens per second)
7.43.440.811 I slot print_timing: id  0 | task 1428 |       total time =    5633.95 ms /   536 tokens
7.43.440.811 I slot print_timing: id  0 | task 1428 |    graphs reused =       1330
7.43.440.813 I slot print_timing: id  0 | task 1428 | draft acceptance = 0.97826 (   45 accepted /    46 generated), mean len =  2.96
7.43.441.262 I slot      release: id  0 | task 1428 | stop processing: n_tokens = 21071, truncated = 0
7.43.495.144 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.383 (> 0.100 thold), f_keep = 0.880
7.43.495.972 I slot launch_slot_: id  0 | task 1454 | processing task, is_child = 0
7.53.594.729 I slot print_timing: id  0 | task 1454 | prompt processing, n_tokens =   2535, progress = 0.43, t =   7.89 s / 321.43 tokens per second
8.02.139.937 I slot print_timing: id  0 | task 1454 | prompt processing, n_tokens =   4583, progress = 0.47, t =  16.32 s / 280.82 tokens per second
8.11.198.140 I slot print_timing: id  0 | task 1454 | prompt processing, n_tokens =   6631, progress = 0.51, t =  25.23 s / 262.84 tokens per second
8.20.669.540 I slot print_timing: id  0 | task 1454 | prompt processing, n_tokens =   8679, progress = 0.55, t =  34.60 s / 250.86 tokens per second
8.30.519.830 I slot print_timing: id  0 | task 1454 | prompt processing, n_tokens =  10727, progress = 0.60, t =  44.35 s / 241.89 tokens per second
8.40.743.536 I slot print_timing: id  0 | task 1454 | prompt processing, n_tokens =  12775, progress = 0.64, t =  54.45 s / 234.61 tokens per second
8.51.369.926 I slot print_timing: id  0 | task 1454 | prompt processing, n_tokens =  14823, progress = 0.68, t =  64.98 s / 228.11 tokens per second
9.02.410.046 I slot print_timing: id  0 | task 1454 | prompt processing, n_tokens =  16871, progress = 0.72, t =  75.89 s / 222.31 tokens per second
9.13.852.113 I slot print_timing: id  0 | task 1454 | prompt processing, n_tokens =  18919, progress = 0.77, t =  87.23 s / 216.90 tokens per second
9.25.717.193 I slot print_timing: id  0 | task 1454 | prompt processing, n_tokens =  20967, progress = 0.81, t =  98.97 s / 211.85 tokens per second
9.37.995.565 I slot print_timing: id  0 | task 1454 | prompt processing, n_tokens =  23015, progress = 0.85, t = 111.14 s / 207.07 tokens per second
9.50.634.702 I slot print_timing: id  0 | task 1454 | prompt processing, n_tokens =  25063, progress = 0.89, t = 123.67 s / 202.65 tokens per second
10.03.705.734 I slot print_timing: id  0 | task 1454 | prompt processing, n_tokens =  27111, progress = 0.94, t = 136.63 s / 198.43 tokens per second
10.17.134.190 I slot print_timing: id  0 | task 1454 | prompt processing, n_tokens =  29159, progress = 0.98, t = 149.95 s / 194.45 tokens per second
10.21.288.120 I slot print_timing: id  0 | task 1454 | prompt processing, n_tokens =  29733, progress = 0.99, t = 157.06 s / 189.31 tokens per second
10.24.634.675 I slot print_timing: id  0 | task 1454 | prompt processing, n_tokens =  30245, progress = 1.00, t = 157.84 s / 191.62 tokens per second
10.32.003.698 I slot print_timing: id  0 | task 1454 | prompt eval time =  161468.24 ms / 30249 tokens (    5.34 ms per token,   187.34 tokens per second)
10.32.003.701 I slot print_timing: id  0 | task 1454 |        eval time =    7039.23 ms /    92 tokens (   77.35 ms per token,    12.93 tokens per second)
10.32.003.701 I slot print_timing: id  0 | task 1454 |       total time =  168507.47 ms / 30341 tokens
10.32.003.701 I slot print_timing: id  0 | task 1454 |    graphs reused =       1369
10.32.003.706 I slot print_timing: id  0 | task 1454 | draft acceptance = 0.63750 (   51 accepted /    80 generated), mean len =  2.27
10.32.004.434 I slot      release: id  0 | task 1454 | stop processing: n_tokens = 48492, truncated = 0
