45.26.642.829 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
57.46.773.853 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  85996, progress = 0.57, t = 713.32 s / 120.56 tokens per second
58.13.006.796 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  88044, progress = 0.58, t = 739.46 s / 119.07 tokens per second
58.39.633.580 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  90092, progress = 0.59, t = 765.95 s / 117.62 tokens per second
59.05.646.613 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  92035, progress = 0.60, t = 792.91 s / 116.07 tokens per second
59.33.016.254 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  94083, progress = 0.61, t = 819.14 s / 114.86 tokens per second
60.00.849.676 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  96131, progress = 0.63, t = 846.79 s / 113.52 tokens per second
60.29.108.381 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  98179, progress = 0.64, t = 874.95 s / 112.21 tokens per second
60.57.819.456 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 100227, progress = 0.65, t = 903.54 s / 110.93 tokens per second
61.26.854.825 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 102275, progress = 0.66, t = 932.49 s / 109.68 tokens per second
61.56.379.373 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 104323, progress = 0.67, t = 961.87 s / 108.46 tokens per second
62.26.354.477 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 106371, progress = 0.68, t = 991.71 s / 107.26 tokens per second
62.56.786.922 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 108419, progress = 0.69, t = 1022.05 s / 106.08 tokens per second
63.27.637.560 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 110467, progress = 0.70, t = 1052.79 s / 104.93 tokens per second
63.58.870.149 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 112515, progress = 0.72, t = 1083.87 s / 103.81 tokens per second
64.30.555.606 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 114563, progress = 0.73, t = 1115.44 s / 102.71 tokens per second
65.02.627.649 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 116611, progress = 0.74, t = 1147.42 s / 101.63 tokens per second
65.35.247.618 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 118659, progress = 0.75, t = 1179.91 s / 100.57 tokens per second
66.08.325.116 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 120707, progress = 0.76, t = 1212.84 s / 99.52 tokens per second
66.41.800.155 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 122755, progress = 0.77, t = 1246.16 s / 98.51 tokens per second
67.15.426.902 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 124803, progress = 0.78, t = 1279.77 s / 97.52 tokens per second
67.49.651.642 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 126851, progress = 0.79, t = 1313.89 s / 96.55 tokens per second
68.24.316.846 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 128899, progress = 0.80, t = 1348.38 s / 95.60 tokens per second
68.59.518.609 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 130947, progress = 0.82, t = 1383.44 s / 94.65 tokens per second
69.35.033.351 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 132995, progress = 0.83, t = 1418.83 s / 93.74 tokens per second
70.11.076.439 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 135043, progress = 0.84, t = 1454.75 s / 92.83 tokens per second
70.47.544.390 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 137091, progress = 0.85, t = 1491.09 s / 91.94 tokens per second
71.11.727.221 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 138413, progress = 0.86, t = 1519.09 s / 91.12 tokens per second
71.48.643.259 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 140461, progress = 0.87, t = 1552.03 s / 90.50 tokens per second
72.26.229.970 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 142509, progress = 0.88, t = 1589.51 s / 89.66 tokens per second
73.04.170.105 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 144557, progress = 0.89, t = 1627.33 s / 88.83 tokens per second
73.42.548.612 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 146605, progress = 0.90, t = 1665.58 s / 88.02 tokens per second
74.21.413.230 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 148653, progress = 0.91, t = 1704.32 s / 87.22 tokens per second
75.00.751.672 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 150701, progress = 0.92, t = 1743.53 s / 86.43 tokens per second
75.40.482.675 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 152749, progress = 0.93, t = 1783.10 s / 85.66 tokens per second
76.20.610.156 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 154797, progress = 0.95, t = 1823.16 s / 84.91 tokens per second
77.01.239.834 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 156845, progress = 0.96, t = 1863.60 s / 84.16 tokens per second
77.42.292.815 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 158893, progress = 0.97, t = 1904.55 s / 83.43 tokens per second
78.23.710.806 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 160941, progress = 0.98, t = 1945.89 s / 82.71 tokens per second
79.05.623.281 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 162989, progress = 0.99, t = 1987.64 s / 82.00 tokens per second
79.30.193.168 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 164143, progress = 1.00, t = 2019.81 s / 81.27 tokens per second
79.40.419.622 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens = 164655, progress = 1.00, t = 2024.05 s / 81.35 tokens per second
79.55.431.007 I slot print_timing: id  0 | task 467 | n_gen =    100, tg =   7.04 t/s, tg_3s =   7.11 t/s
79.56.531.951 I slot print_timing: id  0 | task 467 | prompt eval time = 2035043.57 ms / 164659 tokens (   12.36 ms per token,    80.91 tokens per second)
79.56.531.955 I slot print_timing: id  0 | task 467 |        eval time =   15158.12 ms /   107 tokens (  143.00 ms per token,     6.99 tokens per second)
79.56.531.955 I slot print_timing: id  0 | task 467 |       total time = 2050201.69 ms / 164766 tokens
79.56.531.956 I slot print_timing: id  0 | task 467 |    graphs reused =        316
79.56.531.958 I slot print_timing: id  0 | task 467 | draft acceptance = 0.78571 (   66 accepted /    84 generated), mean len =  2.57
79.56.535.101 I slot      release: id  0 | task 467 | stop processing: n_tokens = 183071, truncated = 0
79.56.675.757 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.910 (> 0.100 thold), f_keep = 0.999
79.56.676.695 I slot launch_slot_: id  0 | task 593 | processing task, is_child = 0
80.38.701.577 I slot print_timing: id  0 | task 593 | prompt processing, n_tokens =   2048, progress = 0.92, t =  30.20 s / 67.81 tokens per second
81.21.829.341 I slot print_timing: id  0 | task 593 | prompt processing, n_tokens =   4096, progress = 0.93, t =  73.17 s / 55.98 tokens per second
82.05.476.641 I slot print_timing: id  0 | task 593 | prompt processing, n_tokens =   6144, progress = 0.94, t = 116.67 s / 52.66 tokens per second
82.49.571.730 I slot print_timing: id  0 | task 593 | prompt processing, n_tokens =   8192, progress = 0.95, t = 160.62 s / 51.00 tokens per second
83.33.992.058 I slot print_timing: id  0 | task 593 | prompt processing, n_tokens =  10240, progress = 0.96, t = 204.98 s / 49.96 tokens per second
84.18.937.745 I slot print_timing: id  0 | task 593 | prompt processing, n_tokens =  12288, progress = 0.97, t = 249.84 s / 49.18 tokens per second
85.04.230.767 I slot print_timing: id  0 | task 593 | prompt processing, n_tokens =  14336, progress = 0.98, t = 294.98 s / 48.60 tokens per second
85.50.042.838 I slot print_timing: id  0 | task 593 | prompt processing, n_tokens =  16384, progress = 0.99, t = 340.64 s / 48.10 tokens per second
86.17.739.944 I slot print_timing: id  0 | task 593 | prompt processing, n_tokens =  17589, progress = 1.00, t = 375.71 s / 46.82 tokens per second
86.28.940.688 I slot print_timing: id  0 | task 593 | prompt processing, n_tokens =  18101, progress = 1.00, t = 381.35 s / 47.47 tokens per second
86.38.427.359 I slot print_timing: id  0 | task 593 | prompt eval time =  393370.35 ms / 18105 tokens (   21.73 ms per token,    46.03 tokens per second)
86.38.427.361 I slot print_timing: id  0 | task 593 |        eval time =    8380.06 ms /    54 tokens (  158.11 ms per token,     6.32 tokens per second)
86.38.427.362 I slot print_timing: id  0 | task 593 |       total time =  401750.41 ms / 18159 tokens
86.38.427.362 I slot print_timing: id  0 | task 593 |    graphs reused =        337
86.38.427.364 I slot print_timing: id  0 | task 593 | draft acceptance = 0.75000 (   33 accepted /    44 generated), mean len =  2.50
86.38.429.672 I slot      release: id  0 | task 593 | stop processing: n_tokens = 201119, truncated = 0
