50.52.596.778 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
56.35.410.391 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  47112, progress = 0.36, t = 325.10 s / 144.91 tokens per second
56.54.814.499 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  49160, progress = 0.37, t = 339.72 s / 144.71 tokens per second
57.14.884.863 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  51208, progress = 0.38, t = 359.69 s / 142.37 tokens per second
57.35.450.012 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  53256, progress = 0.39, t = 380.08 s / 140.12 tokens per second
57.56.485.381 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  55304, progress = 0.40, t = 400.99 s / 137.92 tokens per second
58.18.038.555 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  57352, progress = 0.41, t = 422.40 s / 135.78 tokens per second
58.40.059.168 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  59400, progress = 0.42, t = 444.31 s / 133.69 tokens per second
59.02.456.710 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  61448, progress = 0.44, t = 466.60 s / 131.69 tokens per second
59.25.454.996 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  63496, progress = 0.45, t = 489.41 s / 129.74 tokens per second
59.48.957.626 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  65544, progress = 0.46, t = 512.80 s / 127.82 tokens per second
60.12.908.285 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  67592, progress = 0.47, t = 536.63 s / 125.96 tokens per second
60.37.341.283 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  69640, progress = 0.48, t = 560.92 s / 124.15 tokens per second
61.02.314.554 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  71688, progress = 0.49, t = 585.75 s / 122.39 tokens per second
61.27.789.144 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  73736, progress = 0.50, t = 611.06 s / 120.67 tokens per second
61.53.820.633 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  75784, progress = 0.51, t = 636.94 s / 118.98 tokens per second
62.20.286.237 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  77832, progress = 0.53, t = 663.30 s / 117.34 tokens per second
62.47.277.221 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  79880, progress = 0.54, t = 690.13 s / 115.75 tokens per second
63.14.793.919 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  81928, progress = 0.55, t = 717.52 s / 114.18 tokens per second
63.42.870.729 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  83976, progress = 0.56, t = 745.44 s / 112.65 tokens per second
64.11.393.008 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  86024, progress = 0.57, t = 773.86 s / 111.16 tokens per second
64.40.354.519 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  88072, progress = 0.58, t = 802.68 s / 109.72 tokens per second
65.09.809.247 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  90120, progress = 0.59, t = 831.98 s / 108.32 tokens per second
65.38.564.457 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  92063, progress = 0.60, t = 861.82 s / 106.82 tokens per second
66.08.858.855 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  94111, progress = 0.61, t = 890.82 s / 105.65 tokens per second
66.39.735.966 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  96159, progress = 0.63, t = 921.51 s / 104.35 tokens per second
67.11.085.415 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  98207, progress = 0.64, t = 952.73 s / 103.08 tokens per second
67.42.899.248 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 100255, progress = 0.65, t = 984.42 s / 101.84 tokens per second
68.15.317.499 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 102303, progress = 0.66, t = 1016.67 s / 100.63 tokens per second
68.48.197.842 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 104351, progress = 0.67, t = 1049.45 s / 99.43 tokens per second
69.21.498.740 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 106399, progress = 0.68, t = 1082.56 s / 98.28 tokens per second
69.55.156.878 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 108447, progress = 0.69, t = 1116.14 s / 97.16 tokens per second
70.29.263.776 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 110495, progress = 0.70, t = 1150.21 s / 96.06 tokens per second
71.03.948.532 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 112543, progress = 0.72, t = 1184.67 s / 95.00 tokens per second
71.38.994.165 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 114591, progress = 0.73, t = 1219.65 s / 93.95 tokens per second
72.14.610.357 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 116639, progress = 0.74, t = 1255.04 s / 92.94 tokens per second
72.50.809.203 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 118687, progress = 0.75, t = 1291.07 s / 91.93 tokens per second
73.27.415.305 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 120735, progress = 0.76, t = 1327.60 s / 90.94 tokens per second
74.04.422.784 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 122783, progress = 0.77, t = 1364.49 s / 89.98 tokens per second
74.42.002.109 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 124831, progress = 0.78, t = 1401.90 s / 89.04 tokens per second
75.19.978.021 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 126879, progress = 0.79, t = 1439.76 s / 88.12 tokens per second
75.58.522.951 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 128927, progress = 0.80, t = 1478.19 s / 87.22 tokens per second
76.37.518.668 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 130975, progress = 0.82, t = 1517.02 s / 86.34 tokens per second
77.16.955.240 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 133023, progress = 0.83, t = 1556.37 s / 85.47 tokens per second
77.56.943.210 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 135071, progress = 0.84, t = 1596.16 s / 84.62 tokens per second
78.37.383.388 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 137119, progress = 0.85, t = 1636.50 s / 83.79 tokens per second
79.04.302.425 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 138441, progress = 0.86, t = 1667.62 s / 83.02 tokens per second
79.45.363.286 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 140489, progress = 0.87, t = 1704.23 s / 82.44 tokens per second
80.27.181.680 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 142537, progress = 0.88, t = 1745.89 s / 81.64 tokens per second
81.09.495.736 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 144585, progress = 0.89, t = 1788.10 s / 80.86 tokens per second
81.52.188.881 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 146633, progress = 0.90, t = 1830.69 s / 80.10 tokens per second
82.35.479.109 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 148681, progress = 0.91, t = 1873.71 s / 79.35 tokens per second
83.19.254.420 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 150729, progress = 0.92, t = 1917.43 s / 78.61 tokens per second
84.03.497.405 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 152777, progress = 0.93, t = 1961.52 s / 77.89 tokens per second
84.48.242.488 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 154825, progress = 0.95, t = 2006.13 s / 77.18 tokens per second
85.33.368.464 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 156873, progress = 0.96, t = 2051.18 s / 76.48 tokens per second
86.19.010.755 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 158921, progress = 0.97, t = 2096.66 s / 75.80 tokens per second
87.05.106.149 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 160969, progress = 0.98, t = 2142.65 s / 75.13 tokens per second
87.51.739.336 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 163017, progress = 0.99, t = 2189.12 s / 74.47 tokens per second
88.19.046.104 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 164171, progress = 1.00, t = 2224.90 s / 73.79 tokens per second
88.30.368.212 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens = 164683, progress = 1.00, t = 2229.55 s / 73.86 tokens per second
88.45.381.407 I slot print_timing: id  0 | task 653 | n_gen =    101, tg =   7.15 t/s, tg_3s =   7.23 t/s
88.48.703.399 I slot print_timing: id  0 | task 653 | n_gen =    128, tg =   7.34 t/s, tg_3s =   8.13 t/s
88.51.670.678 I slot print_timing: id  0 | task 653 | prompt eval time = 2241709.60 ms / 164687 tokens (   13.61 ms per token,    73.46 tokens per second)
88.51.670.681 I slot print_timing: id  0 | task 653 |        eval time =   20267.49 ms /   148 tokens (  137.87 ms per token,     7.25 tokens per second)
88.51.670.682 I slot print_timing: id  0 | task 653 |       total time = 2261977.09 ms / 164835 tokens
88.51.670.682 I slot print_timing: id  0 | task 653 |    graphs reused =        514
88.51.670.684 I slot print_timing: id  0 | task 653 | draft acceptance = 0.85455 (   94 accepted /   110 generated), mean len =  2.71
88.51.672.883 I slot      release: id  0 | task 653 | stop processing: n_tokens = 183140, truncated = 0
88.51.673.007 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.999
88.51.673.909 I slot launch_slot_: id  0 | task 733 | processing task, is_child = 0
89.05.093.272 I slot print_timing: id  0 | task 733 | n_gen =    101, tg =   7.72 t/s, tg_3s =   7.80 t/s
89.05.850.214 I slot print_timing: id  0 | task 733 | prompt eval time =     470.35 ms /     4 tokens (  117.59 ms per token,     8.50 tokens per second)
89.05.850.230 I slot print_timing: id  0 | task 733 |        eval time =   13705.68 ms /   105 tokens (  131.79 ms per token,     7.59 tokens per second)
89.05.850.232 I slot print_timing: id  0 | task 733 |       total time =   14176.03 ms /   109 tokens
89.05.850.233 I slot print_timing: id  0 | task 733 |    graphs reused =        549
89.05.850.235 I slot print_timing: id  0 | task 733 | draft acceptance = 0.93243 (   69 accepted /    74 generated), mean len =  2.86
89.05.852.207 I slot      release: id  0 | task 733 | stop processing: n_tokens = 183097, truncated = 0
89.05.982.597 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.910 (> 0.100 thold), f_keep = 0.999
89.05.983.480 I slot launch_slot_: id  0 | task 832 | processing task, is_child = 0
89.53.303.757 I slot print_timing: id  0 | task 832 | prompt processing, n_tokens =   2048, progress = 0.92, t =  34.11 s / 60.04 tokens per second
90.41.457.889 I slot print_timing: id  0 | task 832 | prompt processing, n_tokens =   4096, progress = 0.93, t =  82.12 s / 49.88 tokens per second
91.29.859.022 I slot print_timing: id  0 | task 832 | prompt processing, n_tokens =   6144, progress = 0.94, t = 130.42 s / 47.11 tokens per second
92.18.865.029 I slot print_timing: id  0 | task 832 | prompt processing, n_tokens =   8192, progress = 0.95, t = 179.23 s / 45.71 tokens per second
93.08.231.485 I slot print_timing: id  0 | task 832 | prompt processing, n_tokens =  10240, progress = 0.96, t = 228.54 s / 44.81 tokens per second
93.57.990.122 I slot print_timing: id  0 | task 832 | prompt processing, n_tokens =  12288, progress = 0.97, t = 278.28 s / 44.16 tokens per second
94.47.976.997 I slot print_timing: id  0 | task 832 | prompt processing, n_tokens =  14336, progress = 0.98, t = 328.11 s / 43.69 tokens per second
95.38.373.212 I slot print_timing: id  0 | task 832 | prompt processing, n_tokens =  16384, progress = 0.99, t = 378.39 s / 43.30 tokens per second
