48.45.533.572 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
75.47.313.832 I slot print_timing: id  0 | task 441 | prompt processing, n_tokens = 135015, progress = 0.84, t = 1589.23 s / 84.96 tokens per second
76.27.584.512 I slot print_timing: id  0 | task 441 | prompt processing, n_tokens = 137063, progress = 0.85, t = 1629.41 s / 84.12 tokens per second
76.53.994.762 I slot print_timing: id  0 | task 441 | prompt processing, n_tokens = 138371, progress = 0.86, t = 1660.23 s / 83.34 tokens per second
77.34.786.385 I slot print_timing: id  0 | task 441 | prompt processing, n_tokens = 140419, progress = 0.87, t = 1696.40 s / 82.77 tokens per second
78.16.275.862 I slot print_timing: id  0 | task 441 | prompt processing, n_tokens = 142467, progress = 0.88, t = 1737.68 s / 81.99 tokens per second
78.58.226.097 I slot print_timing: id  0 | task 441 | prompt processing, n_tokens = 144515, progress = 0.89, t = 1779.48 s / 81.21 tokens per second
79.40.716.586 I slot print_timing: id  0 | task 441 | prompt processing, n_tokens = 146563, progress = 0.90, t = 1821.87 s / 80.45 tokens per second
80.23.772.605 I slot print_timing: id  0 | task 441 | prompt processing, n_tokens = 148611, progress = 0.91, t = 1864.82 s / 79.69 tokens per second
81.07.137.962 I slot print_timing: id  0 | task 441 | prompt processing, n_tokens = 150659, progress = 0.92, t = 1908.08 s / 78.96 tokens per second
81.51.347.293 I slot print_timing: id  0 | task 441 | prompt processing, n_tokens = 152707, progress = 0.93, t = 1952.11 s / 78.23 tokens per second
82.35.721.103 I slot print_timing: id  0 | task 441 | prompt processing, n_tokens = 154755, progress = 0.95, t = 1996.31 s / 77.52 tokens per second
83.20.789.461 I slot print_timing: id  0 | task 441 | prompt processing, n_tokens = 156803, progress = 0.96, t = 2041.24 s / 76.82 tokens per second
84.06.010.878 I slot print_timing: id  0 | task 441 | prompt processing, n_tokens = 158851, progress = 0.97, t = 2086.42 s / 76.14 tokens per second
84.51.569.387 I slot print_timing: id  0 | task 441 | prompt processing, n_tokens = 160899, progress = 0.98, t = 2131.87 s / 75.47 tokens per second
85.37.513.870 I slot print_timing: id  0 | task 441 | prompt processing, n_tokens = 162947, progress = 0.99, t = 2177.69 s / 74.83 tokens per second
86.04.402.493 I slot print_timing: id  0 | task 441 | prompt processing, n_tokens = 164101, progress = 1.00, t = 2213.01 s / 74.15 tokens per second
86.15.570.602 I slot print_timing: id  0 | task 441 | prompt processing, n_tokens = 164613, progress = 1.00, t = 2217.63 s / 74.23 tokens per second
86.26.134.984 I slot print_timing: id  0 | task 441 | prompt eval time = 2229611.77 ms / 164617 tokens (   13.54 ms per token,    73.83 tokens per second)
86.26.134.986 I slot print_timing: id  0 | task 441 |        eval time =    9484.84 ms /    78 tokens (  123.18 ms per token,     8.12 tokens per second)
86.26.134.994 I slot print_timing: id  0 | task 441 |       total time = 2239096.61 ms / 164695 tokens
86.26.134.996 I slot print_timing: id  0 | task 441 |    graphs reused =        277
86.26.134.998 I slot print_timing: id  0 | task 441 | draft acceptance = 0.87500 (   49 accepted /    56 generated), mean len =  2.75
86.26.153.980 I slot      release: id  0 | task 441 | stop processing: n_tokens = 182998, truncated = 0
86.26.155.220 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
86.26.156.482 I slot launch_slot_: id  0 | task 520 | processing task, is_child = 0
86.37.497.518 I slot print_timing: id  0 | task 520 | prompt eval time =     452.79 ms /     4 tokens (  113.20 ms per token,     8.83 tokens per second)
86.37.497.521 I slot print_timing: id  0 | task 520 |        eval time =   10888.01 ms /    83 tokens (  132.78 ms per token,     7.53 tokens per second)
86.37.497.521 I slot print_timing: id  0 | task 520 |       total time =   11340.79 ms /    87 tokens
86.37.497.521 I slot print_timing: id  0 | task 520 |    graphs reused =        308
86.37.497.524 I slot print_timing: id  0 | task 520 | draft acceptance = 0.79688 (   51 accepted /    64 generated), mean len =  2.59
86.37.499.387 I slot      release: id  0 | task 520 | stop processing: n_tokens = 183004, truncated = 0
86.37.670.386 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.910 (> 0.100 thold), f_keep = 1.000
86.37.671.312 I slot launch_slot_: id  0 | task 587 | processing task, is_child = 0
87.23.996.230 I slot print_timing: id  0 | task 587 | prompt processing, n_tokens =   2048, progress = 0.92, t =  33.30 s / 61.50 tokens per second
88.10.960.766 I slot print_timing: id  0 | task 587 | prompt processing, n_tokens =   4096, progress = 0.93, t =  80.26 s / 51.03 tokens per second
88.58.171.314 I slot print_timing: id  0 | task 587 | prompt processing, n_tokens =   6144, progress = 0.94, t = 127.44 s / 48.21 tokens per second
89.45.780.333 I slot print_timing: id  0 | task 587 | prompt processing, n_tokens =   8192, progress = 0.95, t = 174.83 s / 46.86 tokens per second
90.33.562.880 I slot print_timing: id  0 | task 587 | prompt processing, n_tokens =  10240, progress = 0.96, t = 222.60 s / 46.00 tokens per second
91.22.417.782 I slot print_timing: id  0 | task 587 | prompt processing, n_tokens =  12288, progress = 0.97, t = 271.10 s / 45.33 tokens per second
92.11.060.859 I slot print_timing: id  0 | task 587 | prompt processing, n_tokens =  14336, progress = 0.98, t = 319.88 s / 44.82 tokens per second
93.00.022.314 I slot print_timing: id  0 | task 587 | prompt processing, n_tokens =  16384, progress = 0.99, t = 368.76 s / 44.43 tokens per second
93.29.187.531 I slot print_timing: id  0 | task 587 | prompt processing, n_tokens =  17575, progress = 1.00, t = 406.20 s / 43.27 tokens per second
93.41.156.385 I slot print_timing: id  0 | task 587 | prompt processing, n_tokens =  18087, progress = 1.00, t = 411.81 s / 43.92 tokens per second
