23.14.969.327 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
41.18.560.721 I slot print_timing: id  0 | task 513 | prompt processing, n_tokens = 106299, progress = 0.90, t = 1056.24 s / 100.64 tokens per second
41.50.953.884 I slot print_timing: id  0 | task 513 | prompt processing, n_tokens = 108347, progress = 0.92, t = 1088.54 s / 99.53 tokens per second
42.23.924.231 I slot print_timing: id  0 | task 513 | prompt processing, n_tokens = 110395, progress = 0.93, t = 1121.26 s / 98.46 tokens per second
42.57.358.470 I slot print_timing: id  0 | task 513 | prompt processing, n_tokens = 112443, progress = 0.95, t = 1154.63 s / 97.38 tokens per second
43.31.140.740 I slot print_timing: id  0 | task 513 | prompt processing, n_tokens = 114491, progress = 0.96, t = 1188.36 s / 96.34 tokens per second
44.05.311.562 I slot print_timing: id  0 | task 513 | prompt processing, n_tokens = 116539, progress = 0.98, t = 1222.43 s / 95.33 tokens per second
44.39.915.906 I slot print_timing: id  0 | task 513 | prompt processing, n_tokens = 118587, progress = 0.99, t = 1256.89 s / 94.35 tokens per second
44.48.514.688 I slot print_timing: id  0 | task 513 | prompt processing, n_tokens = 119091, progress = 1.00, t = 1266.44 s / 94.04 tokens per second
44.57.364.938 I slot print_timing: id  0 | task 513 | prompt processing, n_tokens = 119603, progress = 1.00, t = 1275.54 s / 93.77 tokens per second
45.08.400.999 I slot print_timing: id  0 | task 513 | prompt eval time = 1284725.85 ms / 119607 tokens (   10.74 ms per token,    93.10 tokens per second)
45.08.401.001 I slot print_timing: id  0 | task 513 |        eval time =   10192.55 ms /    97 tokens (  106.17 ms per token,     9.42 tokens per second)
45.08.401.002 I slot print_timing: id  0 | task 513 |       total time = 1294918.39 ms / 119704 tokens
45.08.401.002 I slot print_timing: id  0 | task 513 |    graphs reused =        434
45.08.401.004 I slot print_timing: id  0 | task 513 | draft acceptance = 0.98485 (   65 accepted /    66 generated), mean len =  2.97
45.08.402.945 I slot      release: id  0 | task 513 | stop processing: n_tokens = 138009, truncated = 0
45.08.525.471 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.880 (> 0.100 thold), f_keep = 0.999
45.08.526.392 I slot launch_slot_: id  0 | task 608 | processing task, is_child = 0
45.43.743.252 I slot print_timing: id  0 | task 608 | prompt processing, n_tokens =   2048, progress = 0.89, t =  25.39 s / 80.65 tokens per second
46.19.654.119 I slot print_timing: id  0 | task 608 | prompt processing, n_tokens =   4096, progress = 0.91, t =  61.21 s / 66.91 tokens per second
46.55.885.007 I slot print_timing: id  0 | task 608 | prompt processing, n_tokens =   6144, progress = 0.92, t =  97.33 s / 63.12 tokens per second
47.32.677.217 I slot print_timing: id  0 | task 608 | prompt processing, n_tokens =   8192, progress = 0.93, t = 133.95 s / 61.16 tokens per second
48.09.843.392 I slot print_timing: id  0 | task 608 | prompt processing, n_tokens =  10240, progress = 0.95, t = 171.02 s / 59.88 tokens per second
48.47.549.410 I slot print_timing: id  0 | task 608 | prompt processing, n_tokens =  12288, progress = 0.96, t = 208.56 s / 58.92 tokens per second
49.25.663.704 I slot print_timing: id  0 | task 608 | prompt processing, n_tokens =  14336, progress = 0.97, t = 246.57 s / 58.14 tokens per second
50.04.262.391 I slot print_timing: id  0 | task 608 | prompt processing, n_tokens =  16384, progress = 0.99, t = 285.04 s / 57.48 tokens per second
50.39.574.673 I slot print_timing: id  0 | task 608 | prompt processing, n_tokens =  18212, progress = 1.00, t = 324.00 s / 56.21 tokens per second
50.49.241.486 I slot print_timing: id  0 | task 608 | prompt processing, n_tokens =  18724, progress = 1.00, t = 331.41 s / 56.50 tokens per second
50.52.145.343 I slot print_timing: id  0 | task 608 | prompt eval time =  341620.96 ms / 18728 tokens (   18.24 ms per token,    54.82 tokens per second)
50.52.145.345 I slot print_timing: id  0 | task 608 |        eval time =    1997.83 ms /    17 tokens (  124.86 ms per token,     8.01 tokens per second)
50.52.145.346 I slot print_timing: id  0 | task 608 |       total time =  343618.79 ms / 18745 tokens
50.52.145.346 I slot print_timing: id  0 | task 608 |    graphs reused =        439
50.52.145.348 I slot print_timing: id  0 | task 608 | draft acceptance = 1.00000 (   12 accepted /    12 generated), mean len =  3.00
50.52.147.131 I slot      release: id  0 | task 608 | stop processing: n_tokens = 156653, truncated = 0
