ts,quant,pid,rss_gb,free_pct,wired_gb,compressed_gb
1788033542.83,mlx4,42074,15.611,12.84,51.4,2.56
1788033543.24,mlx4,42074,15.611,12.3,51.76,2.56
1788033543.65,mlx4,42074,15.611,11.8,52.13,2.56
1788033544.07,mlx4,42074,15.611,11.27,52.49,2.56
1788033544.48,mlx4,42074,15.611,18.85,47.32,2.56
1788033544.89,mlx4,42074,15.611,18.34,47.88,2.56
1788033545.3,mlx4,42074,15.611,17.81,48.12,2.56
1788033545.71,mlx4,42074,15.611,17.48,48.45,2.56
1788033546.12,mlx4,42074,15.611,16.94,48.82,2.56
1788033546.53,mlx4,42074,15.611,16.4,49.19,2.56
1788033546.94,mlx4,42074,15.611,16.08,49.09,2.56
1788033547.35,mlx4,42074,15.611,15.56,49.46,2.56
1788033547.75,mlx4,42074,15.611,15.62,49.39,2.56
1788033548.16,mlx4,42074,15.611,15.09,49.76,2.56
1788033548.58,mlx4,42074,15.611,14.56,50.13,2.56
1788033548.99,mlx4,42074,15.611,14.06,50.5,2.56
1788033549.4,mlx4,42074,15.611,13.55,51.27,2.56
1788033549.81,mlx4,42074,15.611,13.01,51.64,2.56
1788033550.22,mlx4,42074,15.611,12.32,52.23,2.56
1788033550.63,mlx4,42074,15.611,11.73,52.62,2.56
1788033551.04,mlx4,42074,15.611,11.18,52.99,2.56
1788033551.45,mlx4,42074,15.611,11.26,52.6,2.56
1788033551.87,mlx4,42074,15.611,10.87,52.94,2.56
1788033552.28,mlx4,42074,15.611,18.29,47.65,2.56
1788033552.69,mlx4,42074,15.611,18.15,47.92,2.56
1788033553.1,mlx4,42074,15.611,17.61,48.3,2.56
1788033553.51,mlx4,42074,15.611,17.06,48.68,2.56
1788033553.92,mlx4,42074,15.611,16.27,49.47,2.56
1788033554.34,mlx4,42074,15.611,16.29,49.47,2.56
1788033554.75,mlx4,42074,15.611,15.73,49.73,2.56
1788033555.16,mlx4,42074,15.611,15.19,50.09,2.56
1788033555.57,mlx4,42074,15.611,14.65,50.47,2.56
1788033555.98,mlx4,42074,15.611,14.22,50.57,2.56
1788033556.39,mlx4,42074,15.611,14.26,50.62,2.56
1788033556.81,mlx4,42074,15.611,13.72,50.93,2.56
1788033557.21,mlx4,42074,15.611,13.46,50.95,2.56
1788033557.63,mlx4,42074,15.611,12.81,51.66,2.56
1788033558.04,mlx4,42074,15.611,12.81,51.66,2.56
1788033558.45,mlx4,42074,15.611,12.19,52.1,2.56
1788033558.86,mlx4,42074,15.611,11.68,52.48,2.56
1788033559.27,mlx4,42074,15.611,10.96,53.02,2.56
1788033559.68,mlx4,42074,15.611,10.41,53.37,2.56
1788033560.09,mlx4,42074,15.611,10.52,53.07,2.56
1788033560.5,mlx4,42074,15.611,17.87,48.34,2.56
1788033560.92,mlx4,42074,15.611,17.87,48.33,2.56
1788033561.33,mlx4,42074,15.611,17.35,48.76,2.56
1788033561.74,mlx4,42074,15.611,17.03,48.69,2.56
1788033562.15,mlx4,42074,15.611,16.46,49.08,2.56
1788033562.56,mlx4,42074,15.611,15.9,49.32,2.56
1788033562.98,mlx4,42074,15.611,15.95,49.29,2.56
1788033563.39,mlx4,42074,15.611,15.55,49.57,2.56
1788033563.8,mlx4,42074,15.611,14.65,50.44,2.56
1788033564.21,mlx4,42074,15.611,14.08,50.83,2.56
1788033564.62,mlx4,42074,15.611,13.83,51.19,2.56
1788033565.03,mlx4,42074,15.611,13.31,51.55,2.56
1788033565.43,mlx4,42074,15.611,12.74,51.94,2.56
1788033565.85,mlx4,42074,15.611,12.23,52.14,2.56
1788033566.26,mlx4,42074,15.611,11.66,52.53,2.56
1788033566.67,mlx4,42074,15.611,11.61,52.64,2.56
1788033567.08,mlx4,42074,15.611,11.17,52.8,2.56
1788033567.49,mlx4,42074,15.611,10.61,53.19,2.56
1788033567.9,mlx4,42074,15.611,10.26,53.2,2.56
1788033568.31,mlx4,42074,15.611,10.19,53.44,2.56
1788033568.72,mlx4,42074,15.611,17.9,48.11,2.56
1788033569.13,mlx4,42074,15.611,17.31,48.54,2.56
1788033569.55,mlx4,42074,15.611,17.41,48.59,2.56
1788033569.97,mlx4,42074,15.611,16.63,49.13,2.56
1788033570.38,mlx4,42074,15.611,15.95,49.58,2.56
1788033570.79,mlx4,42074,15.611,15.45,49.83,2.56
1788033571.2,mlx4,42074,15.611,15.41,49.87,2.56
1788033571.61,mlx4,42074,15.611,14.94,50.13,2.56
1788033572.02,mlx4,42074,15.611,14.38,50.53,2.56
1788033572.43,mlx4,42074,15.611,13.8,50.73,2.56
1788033572.85,mlx4,42074,15.611,13.85,50.76,2.56
1788033573.26,mlx4,42074,15.611,13.22,51.37,2.56
1788033573.67,mlx4,42074,15.611,12.48,51.84,2.56
1788033574.08,mlx4,42074,15.611,11.82,52.27,2.56
1788033574.49,mlx4,42074,15.611,11.77,52.31,2.56
1788033574.9,mlx4,42074,15.611,11.02,52.87,2.56
1788033575.32,mlx4,42074,15.611,10.22,53.52,2.56
1788033575.73,mlx4,42074,15.611,9.57,53.94,2.56
1788033576.14,mlx4,42074,15.611,9.47,54.07,2.56
1788033576.55,mlx4,42074,15.611,9.08,54.06,2.56
1788033576.97,mlx4,42074,15.612,14.44,50.39,2.56
1788033577.38,mlx4,42074,15.612,12.33,51.62,2.56
1788033577.8,mlx4,42074,15.612,9.66,53.68,2.55
1788033578.21,mlx4,42074,15.612,8.63,54.31,2.55
1788033578.62,mlx4,42074,15.612,8.49,54.4,2.55
1788033579.04,mlx4,42074,15.596,17.55,48.86,2.96
1788033579.46,mlx4,42074,15.596,10.59,53.63,2.96
1788033579.87,mlx4,42074,15.557,13.58,51.61,3.26
1788033580.28,mlx4,42074,15.557,12.67,52.36,3.24
1788033580.69,mlx4,42074,15.557,12.52,52.65,3.2
1788033581.11,mlx4,42074,15.557,11.54,53.47,3.12
1788033581.52,mlx4,42074,15.557,11.54,53.49,3.12
1788033581.93,mlx4,42074,15.557,11.5,53.53,3.1
1788033582.34,mlx4,42074,15.557,11.35,53.52,3.03
1788033582.76,mlx4,42074,15.557,11.29,53.56,2.98
1788033583.17,mlx4,42074,15.557,11.48,53.22,2.98
1788033583.59,mlx4,42074,15.557,11.5,53.26,2.98
1788033584.0,mlx4,42074,15.557,11.5,53.25,2.98
1788033584.41,mlx4,42074,15.557,11.52,53.23,2.98
1788033584.82,mlx4,42074,15.557,11.62,53.13,2.98
1788033585.22,mlx4,42074,15.557,11.75,52.91,2.98
1788033585.64,mlx4,42074,15.557,11.77,52.8,2.98
1788033586.05,mlx4,42074,15.594,10.12,54.11,2.97
1788033586.46,mlx4,42074,15.594,10.09,54.18,2.96
1788033586.87,mlx4,42074,15.594,10.13,54.16,2.96
1788033587.29,mlx4,42074,15.594,9.99,54.25,2.96
1788033587.69,mlx4,42074,15.594,9.98,54.24,2.96
1788033588.1,mlx4,42074,15.594,10.0,54.25,2.96
1788033588.51,mlx4,42074,15.594,10.03,54.14,2.96
1788033588.92,mlx4,42074,15.594,10.02,54.06,2.96
1788033589.33,mlx4,42074,15.594,10.02,54.07,2.95
1788033589.74,mlx4,42074,15.594,10.15,54.09,2.95
1788033590.16,mlx4,42074,15.593,16.23,49.91,2.95
1788033590.56,mlx4,42074,15.593,16.18,49.95,2.95
1788033590.97,mlx4,42074,15.593,16.13,49.98,2.95
1788033591.38,mlx4,42074,15.593,16.09,49.94,2.95
1788033591.79,mlx4,42074,15.593,16.09,49.95,2.95
1788033592.2,mlx4,42074,15.593,16.2,49.99,2.95
1788033592.61,mlx4,42074,15.593,16.18,50.0,2.95
1788033593.03,mlx4,42074,15.593,16.16,50.04,2.95
1788033593.44,mlx4,42074,15.593,16.13,50.05,2.95
1788033593.85,mlx4,42074,15.593,16.1,50.06,2.95
1788033594.26,mlx4,42074,15.593,16.26,50.04,2.95
1788033594.67,mlx4,42074,15.593,16.15,50.11,2.95
1788033595.08,mlx4,42074,15.593,15.96,50.27,2.95
1788033595.49,mlx4,42074,15.593,15.86,50.31,2.95
1788033595.9,mlx4,42074,15.593,15.83,50.2,2.95
1788033596.31,mlx4,42074,15.593,15.65,50.34,2.95
1788033596.72,mlx4,42074,15.593,15.94,50.03,2.95
1788033597.13,mlx4,42074,15.593,15.88,50.08,2.95
1788033597.54,mlx4,42074,15.593,15.37,50.53,2.95
1788033597.95,mlx4,42074,15.593,15.35,50.56,2.95
1788033598.36,mlx4,42074,15.593,16.04,50.08,2.95
1788033598.78,mlx4,42074,15.593,15.95,49.89,2.95
1788033599.19,mlx4,42074,15.593,15.86,49.95,2.95
1788033599.6,mlx4,42074,15.593,15.87,49.99,2.95
1788033600.01,mlx4,42074,15.593,15.81,50.07,2.95
1788033600.42,mlx4,42074,15.593,15.41,50.61,2.95
1788033600.83,mlx4,42074,15.593,15.33,50.67,2.95
1788033601.24,mlx4,42074,15.593,15.27,50.77,2.95
1788033601.66,mlx4,42074,15.593,15.18,50.73,2.95
1788033602.07,mlx4,42074,15.593,15.11,50.83,2.95
1788033602.48,mlx4,42074,15.593,15.0,50.76,2.95
1788033602.89,mlx4,42074,15.593,15.48,50.44,2.95
1788033603.3,mlx4,42074,15.593,15.43,50.36,2.95
1788033603.71,mlx4,42074,15.593,15.38,50.31,2.94
1788033604.12,mlx4,42074,15.593,15.33,50.35,2.94
1788033604.54,mlx4,42074,15.593,15.15,50.67,2.94
1788033604.95,mlx4,42074,15.593,14.95,50.79,2.93
1788033605.36,mlx4,42074,15.593,14.83,50.86,2.93
1788033605.77,mlx4,42074,15.593,14.92,50.8,2.93
1788033606.18,mlx4,42074,15.593,14.8,50.89,2.93
1788033606.59,mlx4,42074,15.593,14.57,51.05,2.92
1788033607.0,mlx4,42074,15.593,15.74,50.3,2.92
1788033607.41,mlx4,42074,15.593,15.16,50.73,2.91
1788033607.83,mlx4,42074,15.593,15.03,50.75,2.91
1788033608.24,mlx4,42074,15.593,14.96,50.8,2.91
1788033608.65,mlx4,42074,15.593,14.84,50.72,2.91
1788033609.06,mlx4,42074,15.593,14.79,50.89,2.91
1788033609.47,mlx4,42074,15.593,14.72,50.86,2.91
1788033609.88,mlx4,42074,15.593,14.55,51.11,2.91
1788033610.29,mlx4,42074,15.593,14.48,51.09,2.91
1788033610.7,mlx4,42074,15.593,14.35,51.19,2.91
1788033611.11,mlx4,42074,15.593,14.29,51.04,2.91
1788033611.52,mlx4,42074,15.593,15.27,50.6,2.91
1788033611.94,mlx4,42074,15.593,15.08,50.73,2.91
1788033612.35,mlx4,42074,15.593,14.9,50.81,2.91
1788033612.76,mlx4,42074,15.593,14.87,50.6,2.91
1788033613.17,mlx4,42074,15.593,14.68,50.94,2.91
1788033613.58,mlx4,42074,15.593,14.54,51.01,2.91
1788033613.99,mlx4,42074,15.593,14.27,51.21,2.91
1788033614.4,mlx4,42074,15.593,14.25,51.07,2.91
1788033614.82,mlx4,42074,15.593,14.07,51.41,2.91
1788033615.23,mlx4,42074,15.593,14.0,51.35,2.91
1788033615.64,mlx4,42074,15.593,13.81,51.54,2.91
1788033616.05,mlx4,42074,15.593,14.84,50.83,2.91
1788033616.46,mlx4,42074,15.593,14.72,51.02,2.9
1788033616.87,mlx4,42074,15.593,14.54,51.06,2.9
1788033617.28,mlx4,42074,15.593,14.45,51.09,2.9
1788033617.69,mlx4,42074,15.593,14.15,51.36,2.9
1788033618.1,mlx4,42074,15.593,14.07,51.35,2.9
1788033618.52,mlx4,42074,15.593,14.07,51.23,2.9
1788033618.93,mlx4,42074,15.593,13.91,51.44,2.9
1788033619.34,mlx4,42074,15.593,13.76,51.56,2.9
1788033619.75,mlx4,42074,15.593,13.49,51.83,2.9
1788033620.16,mlx4,42074,15.593,13.36,51.98,2.9
1788033620.57,mlx4,42074,15.593,14.72,50.91,2.9
1788033620.98,mlx4,42074,15.593,14.45,51.17,2.9
1788033621.39,mlx4,42074,15.593,14.12,51.29,2.9
1788033621.8,mlx4,42074,15.593,14.08,51.37,2.9
1788033622.21,mlx4,42074,15.593,13.96,51.48,2.9
1788033622.63,mlx4,42074,15.593,13.82,51.49,2.9
1788033623.04,mlx4,42074,15.593,13.73,51.59,2.9
1788033623.45,mlx4,42074,15.593,13.51,51.86,2.9
1788033623.86,mlx4,42074,15.593,13.43,51.86,2.9
1788033624.28,mlx4,42074,15.593,13.32,51.93,2.9
1788033624.69,mlx4,42074,15.593,13.13,51.92,2.89
1788033625.1,mlx4,42074,15.593,13.05,52.0,2.89
1788033625.51,mlx4,42074,15.593,14.46,50.97,2.89
1788033625.92,mlx4,42074,15.593,14.4,50.98,2.89
1788033626.33,mlx4,42074,15.593,14.4,50.93,2.89
1788033626.74,mlx4,42074,15.593,14.33,51.02,2.89
1788033627.15,mlx4,42074,15.593,13.88,51.43,2.89
1788033627.57,mlx4,42074,15.593,13.35,51.98,2.89
1788033627.98,mlx4,42074,15.593,13.1,52.15,2.89
1788033628.39,mlx4,42074,15.593,13.12,52.2,2.89
1788033628.8,mlx4,42074,15.593,13.34,51.77,2.89
1788033629.22,mlx4,42074,15.593,13.13,51.9,2.89
1788033629.63,mlx4,42074,15.593,12.77,52.22,2.89
1788033630.04,mlx4,42074,15.593,14.5,51.06,2.89
1788033630.45,mlx4,42074,15.593,14.18,51.28,2.89
1788033630.86,mlx4,42074,15.593,13.94,51.16,2.89
1788033631.27,mlx4,42074,15.593,13.82,51.25,2.89
1788033631.68,mlx4,42074,15.593,13.69,51.24,2.89
1788033632.1,mlx4,42074,15.593,13.43,51.57,2.89
1788033632.5,mlx4,42074,15.593,13.37,51.73,2.89
1788033632.92,mlx4,42074,15.593,13.26,51.83,2.89
1788033633.33,mlx4,42074,15.593,13.01,51.97,2.89
1788033633.74,mlx4,42074,15.593,12.88,52.01,2.89
1788033634.15,mlx4,42074,15.593,12.62,52.28,2.89
1788033634.56,mlx4,42074,15.593,12.32,52.5,2.89
1788033634.97,mlx4,42074,15.593,14.17,51.21,2.89
1788033635.38,mlx4,42074,15.593,13.95,51.29,2.89
1788033635.79,mlx4,42074,15.593,13.84,51.39,2.89
1788033636.2,mlx4,42074,15.593,13.79,51.3,2.89
1788033636.61,mlx4,42074,15.593,13.54,51.58,2.89
1788033637.02,mlx4,42074,15.593,13.27,51.78,2.89
1788033637.44,mlx4,42074,15.593,13.11,51.88,2.89
1788033637.85,mlx4,42074,15.593,13.03,51.83,2.89
1788033638.26,mlx4,42074,15.593,12.75,52.1,2.89
1788033638.67,mlx4,42074,15.593,12.61,52.2,2.89
1788033639.08,mlx4,42074,15.593,12.46,52.3,2.89
1788033639.49,mlx4,42074,15.593,12.18,52.43,2.89
1788033639.9,mlx4,42074,15.593,14.29,51.0,2.89
1788033640.31,mlx4,42074,15.593,13.93,51.26,2.89
1788033640.72,mlx4,42074,15.593,13.77,51.37,2.89
1788033641.13,mlx4,42074,15.593,13.63,51.48,2.89
1788033641.54,mlx4,42074,15.593,13.47,51.59,2.89
1788033641.96,mlx4,42074,15.593,13.15,51.81,2.89
1788033642.37,mlx4,42074,15.593,12.78,52.28,2.89
1788033642.78,mlx4,42074,15.593,12.63,52.39,2.89
1788033643.19,mlx4,42074,15.593,11.85,53.09,2.89
1788033643.6,mlx4,42074,15.593,11.73,53.2,2.89
1788033644.02,mlx4,42074,15.593,11.56,53.31,2.89
1788033644.43,mlx4,42074,15.593,11.47,53.27,2.89
1788033644.84,mlx4,42074,15.593,12.31,52.71,2.89
1788033645.25,mlx4,42074,15.593,13.18,52.05,2.89
1788033645.66,mlx4,42074,15.593,13.0,52.23,2.89
1788033646.07,mlx4,42074,15.593,12.65,52.46,2.89
1788033646.48,mlx4,42074,15.593,12.71,52.26,2.88
1788033646.89,mlx4,42074,15.593,12.54,52.41,2.88
1788033647.31,mlx4,42074,15.593,12.33,52.57,2.88
1788033647.72,mlx4,42074,15.593,12.06,52.71,2.88
1788033648.13,mlx4,42074,15.593,11.96,52.75,2.88
1788033648.54,mlx4,42074,15.593,11.8,52.71,2.88
1788033648.95,mlx4,42074,15.593,11.69,52.87,2.88
1788033649.36,mlx4,42074,15.593,11.54,52.99,2.88
1788033649.77,mlx4,42074,15.593,11.09,53.53,2.88
1788033650.18,mlx4,42074,15.593,13.3,52.0,2.88
1788033650.6,mlx4,42074,15.593,13.08,52.15,2.88
1788033651.01,mlx4,42074,15.593,13.0,51.94,2.88
1788033651.42,mlx4,42074,15.593,12.83,52.06,2.88
1788033651.83,mlx4,42074,15.593,12.49,52.32,2.88
1788033652.24,mlx4,42074,15.593,12.24,52.58,2.88
1788033652.66,mlx4,42074,15.593,11.95,52.91,2.88
1788033653.07,mlx4,42074,15.593,11.74,52.94,2.88
1788033653.48,mlx4,42074,15.593,11.62,52.96,2.88
1788033653.89,mlx4,42074,15.593,11.34,53.21,2.88
1788033654.3,mlx4,42074,15.593,10.82,53.76,2.88
1788033654.71,mlx4,42074,15.593,10.63,53.89,2.88
1788033655.13,mlx4,42074,15.593,10.5,54.01,2.88
1788033655.54,mlx4,42074,15.593,12.66,52.44,2.88
1788033655.95,mlx4,42074,15.593,12.6,52.43,2.87
1788033656.36,mlx4,42074,15.593,12.42,52.49,2.87
1788033656.78,mlx4,42074,15.593,12.15,52.54,2.87
1788033657.19,mlx4,42074,15.593,12.2,52.5,2.87
1788033657.6,mlx4,42074,15.593,12.01,52.64,2.87
1788033658.01,mlx4,42074,15.593,11.49,53.31,2.87
1788033658.42,mlx4,42074,15.593,11.29,53.45,2.87
1788033658.83,mlx4,42074,15.593,10.9,53.71,2.87
1788033659.24,mlx4,42074,15.593,10.51,53.87,2.87
1788033659.65,mlx4,42074,15.593,10.31,53.99,2.87
1788033660.06,mlx4,42074,15.593,10.1,54.18,2.87
1788033660.48,mlx4,42074,15.593,10.04,54.08,2.87
1788033660.89,mlx4,42074,15.593,12.62,52.3,2.87
1788033661.3,mlx4,42074,15.593,12.38,52.45,2.87
1788033661.71,mlx4,42074,15.593,12.23,52.54,2.87
1788033662.12,mlx4,42074,15.593,12.04,52.79,2.87
1788033662.53,mlx4,42074,15.593,11.62,52.99,2.87
1788033662.94,mlx4,42074,15.593,11.47,52.98,2.87
1788033663.36,mlx4,42074,15.593,11.4,53.05,2.87
1788033663.77,mlx4,42074,15.593,11.22,53.19,2.87
1788033664.18,mlx4,42074,15.593,10.58,53.86,2.87
1788033664.59,mlx4,42074,15.593,10.16,54.14,2.87
1788033665.0,mlx4,42074,15.593,9.99,54.27,2.87
1788033665.41,mlx4,42074,15.593,9.98,54.03,2.87
1788033665.82,mlx4,42074,15.593,9.84,54.2,2.87
1788033666.23,mlx4,42074,15.593,12.75,52.04,2.87
1788033666.64,mlx4,42074,15.593,12.16,52.79,2.87
1788033667.06,mlx4,42074,15.593,11.94,52.91,2.87
1788033667.47,mlx4,42074,15.593,11.59,53.19,2.87
1788033667.88,mlx4,42074,15.593,10.92,53.69,2.87
1788033668.29,mlx4,42074,15.593,10.76,53.7,2.83
1788033668.7,mlx4,42074,15.593,10.62,53.82,2.83
1788033669.12,mlx4,42074,15.593,10.42,53.8,2.83
1788033669.53,mlx4,42074,15.593,10.22,53.93,2.83
1788033669.93,mlx4,42074,15.593,10.02,54.09,2.83
1788033670.35,mlx4,42074,15.593,9.83,54.12,2.83
1788033670.76,mlx4,42074,15.593,9.67,54.31,2.82
1788033671.17,mlx4,42074,15.593,9.66,54.25,2.82
1788033671.58,mlx4,42074,15.593,12.51,52.33,2.82
1788033671.99,mlx4,42074,15.593,12.06,52.62,2.82
1788033672.4,mlx4,42074,15.593,11.82,52.87,2.82
1788033672.81,mlx4,42074,15.593,11.6,52.85,2.82
1788033673.22,mlx4,42074,15.593,11.3,53.28,2.82
1788033673.63,mlx4,42074,15.593,10.94,53.44,2.82
1788033674.05,mlx4,42074,15.593,10.81,53.55,2.82
1788033674.45,mlx4,42074,15.593,10.6,53.61,2.82
1788033674.87,mlx4,42074,15.593,10.44,53.72,2.82
1788033675.28,mlx4,42074,15.593,10.01,54.03,2.82
1788033675.69,mlx4,42074,15.593,9.93,53.95,2.82
1788033676.1,mlx4,42074,15.593,9.82,54.24,2.82
1788033676.51,mlx4,42074,15.593,9.77,54.24,2.82
1788033676.92,mlx4,42074,15.593,9.81,54.22,2.82
1788033677.34,mlx4,42074,15.593,12.21,52.36,2.82
1788033677.75,mlx4,42074,15.593,11.87,52.71,2.82
1788033678.16,mlx4,42074,15.593,11.5,53.18,2.82
1788033678.57,mlx4,42074,15.593,11.13,53.49,2.82
1788033678.98,mlx4,42074,15.593,10.84,53.69,2.82
1788033679.39,mlx4,42074,15.593,10.6,53.74,2.82
1788033679.8,mlx4,42074,15.593,10.39,53.91,2.82
1788033680.21,mlx4,42074,15.593,10.12,54.17,2.82
1788033680.63,mlx4,42074,15.593,9.72,54.27,2.82
1788033681.04,mlx4,42074,15.593,9.84,54.22,2.82
1788033681.45,mlx4,42074,15.593,9.84,54.23,2.82
1788033681.86,mlx4,42074,15.593,9.85,54.23,2.82
1788033682.27,mlx4,42074,15.593,9.89,54.2,2.82
1788033682.68,mlx4,42074,15.593,9.88,54.12,2.82
1788033683.09,mlx4,42074,15.593,11.95,52.77,2.82
1788033683.51,mlx4,42074,15.593,11.69,52.94,2.82
1788033683.92,mlx4,42074,15.593,11.46,53.11,2.82
1788033684.32,mlx4,42074,15.593,11.2,53.29,2.82
1788033684.73,mlx4,42074,15.593,10.97,53.46,2.82
1788033685.14,mlx4,42074,15.593,10.53,53.83,2.82
1788033685.56,mlx4,42074,15.593,10.28,53.96,2.82
1788033685.96,mlx4,42074,15.593,10.03,54.14,2.82
1788033686.38,mlx4,42074,15.593,9.82,54.23,2.82
1788033686.79,mlx4,42074,15.593,9.86,54.21,2.82
1788033687.2,mlx4,42074,15.593,9.89,54.2,2.82
